event_id,user_id,event_type,timestamp,page,session_id
49,6,page_view,2024-05-21 10:00:00,home,8909
50,6,page_view,2024-05-19 11:00:00,home,2901
51,6,page_view,2024-05-21 01:00:00,cart,8460
52,6,signup,2024-05-23 19:00:00,cart,8801
53,6,signup,2024-05-19 03:00:00,pricing,8412
54,6,page_view,2024-05-28 14:00:00,home,2885
55,6,checkout_start,2024-05-15 23:00:00,pricing,2791
56,6,checkout_start,2024-06-12 21:00:00,pricing,4996
57,6,page_view,2024-06-06 00:00:00,product,6422
58,6,signup,2024-06-07 21:00:00,checkout,4798
59,6,add_to_cart,2024-06-01 06:00:00,product,8080
60,6,page_view,2024-05-31 21:00:00,confirmation,4232
61,6,signup,2024-06-03 04:00:00,checkout,1072
62,6,page_view,2024-05-24 03:00:00,blog,2025
63,6,page_view,2024-06-08 15:00:00,blog,9796
64,6,page_view,2024-05-22 23:00:00,product,8496
65,7,add_to_cart,2024-01-31 04:00:00,checkout,9646
66,7,page_view,2024-02-16 06:00:00,checkout,7431
67,7,page_view,2024-02-14 01:00:00,cart,8501
68,7,page_view,2024-02-15 08:00:00,pricing,5873
69,7,signup,2024-02-15 05:00:00,pricing,3194
70,8,page_view,2024-02-26 00:00:00,home,3999
71,8,add_to_cart,2024-03-07 22:00:00,confirmation,7364
72,8,signup,2024-03-09 20:00:00,confirmation,7286
73,8,page_view,2024-03-10 01:00:00,pricing,9804
74,8,purchase,2024-03-21 14:00:00,product,3733
75,8,page_view,2024-03-12 21:00:00,product,6154
76,8,add_to_cart,2024-03-11 05:00:00,blog,6882
77,8,signup,2024-02-21 09:00:00,product,7290
78,8,signup,2024-03-15 23:00:00,checkout,7703
79,8,signup,2024-03-21 05:00:00,pricing,8272
80,8,page_view,2024-03-12 20:00:00,confirmation,1505
81,8,page_view,2024-03-01 09:00:00,cart,4683
82,9,page_view,2024-01-28 07:00:00,checkout,9115
83,9,signup,2024-02-08 10:00:00,confirmation,2871
84,9,add_to_cart,2024-01-27 10:00:00,blog,7010
85,9,checkout_start,2024-02-08 03:00:00,home,8231
86,9,page_view,2024-02-08 07:00:00,checkout,2677
87,9,add_to_cart,2024-02-12 21:00:00,cart,1528
88,9,page_view,2024-02-04 04:00:00,blog,2425
89,9,checkout_start,2024-02-03 17:00:00,home,4882
90,9,checkout_start,2024-01-24 22:00:00,confirmation,6744
91,9,add_to_cart,2024-02-11 00:00:00,product,3281
92,9,checkout_start,2024-01-24 19:00:00,blog,1972
93,9,page_view,2024-02-09 07:00:00,cart,9827
94,9,page_view,2024-01-23 04:00:00,pricing,5794
95,9,signup,2024-01-28 08:00:00,blog,9428
96,9,checkout_start,2024-02-13 23:00:00,product,7743
97,9,purchase,2024-01-18 12:00:00,blog,3078
98,9,checkout_start,2024-02-14 22:00:00,product,3396
99,9,checkout_start,2024-01-29 17:00:00,blog,7434
100,9,page_view,2024-02-05 21:00:00,pricing,5402
101,10,signup,2024-05-08 00:00:00,pricing,2525
102,10,signup,2024-05-09 04:00:00,cart,7046
103,10,purchase,2024-05-11 09:00:00,cart,1040
104,10,add_to_cart,2024-04-25 23:00:00,checkout,6869
105,10,checkout_start,2024-04-24 16:00:00,checkout,4568
106,10,checkout_start,2024-05-10 07:00:00,checkout,5399
107,10,checkout_start,2024-05-05 18:00:00,cart,9967
108,10,page_view,2024-05-16 15:00:00,blog,8951
109,10,checkout_start,2024-05-06 15:00:00,blog,1793
110,10,page_view,2024-04-23 23:00:00,blog,8529
111,10,page_view,2024-04-22 16:00:00,blog,3588
112,10,signup,2024-05-10 19:00:00,checkout,4314
113,10,purchase,2024-05-21 09:00:00,pricing,5945
114,10,checkout_start,2024-04-28 18:00:00,cart,2529
115,10,page_view,2024-05-19 22:00:00,home,7092
116,11,page_view,2024-01-18 05:00:00,cart,4836
117,11,add_to_cart,2024-02-03 07:00:00,pricing,2559
118,11,page_view,2024-01-16 01:00:00,home,3174
119,11,page_view,2024-02-10 07:00:00,pricing,8291
120,11,page_view,2024-01-16 09:00:00,cart,2975
121,11,add_to_cart,2024-02-03 00:00:00,checkout,2160
122,11,page_view,2024-01-25 18:00:00,pricing,2678
123,12,page_view,2024-05-16 08:00:00,cart,3246
124,12,add_to_cart,2024-05-19 07:00:00,blog,3181
125,12,purchase,2024-05-30 08:00:00,product,2120
126,12,signup,2024-05-25 15:00:00,confirmation,3688
127,12,page_view,2024-05-21 18:00:00,product,3480
128,13,add_to_cart,2024-06-11 06:00:00,blog,4559
129,13,checkout_start,2024-05-19 16:00:00,product,3017
130,13,add_to_cart,2024-06-10 03:00:00,cart,8035
131,13,checkout_start,2024-05-29 10:00:00,product,5537
132,13,page_view,2024-06-12 12:00:00,confirmation,5668
133,13,page_view,2024-06-14 11:00:00,blog,5942
134,13,signup,2024-05-24 18:00:00,confirmation,4090
135,13,page_view,2024-06-01 17:00:00,home,4921
136,13,page_view,2024-06-06 02:00:00,product,9185
137,13,signup,2024-06-12 05:00:00,confirmation,1197
138,13,purchase,2024-05-31 09:00:00,product,7337
139,13,signup,2024-06-09 06:00:00,confirmation,3830
140,13,purchase,2024-06-05 02:00:00,blog,2195
141,13,signup,2024-05-16 17:00:00,home,5295
142,13,page_view,2024-05-25 04:00:00,home,7520
143,14,add_to_cart,2024-04-25 05:00:00,confirmation,7806
144,14,add_to_cart,2024-05-01 01:00:00,home,9791
145,14,add_to_cart,2024-05-05 22:00:00,cart,2369
146,14,page_view,2024-04-26 05:00:00,product,3545
147,14,page_view,2024-05-05 21:00:00,confirmation,2083
148,14,add_to_cart,2024-04-26 05:00:00,pricing,4909
149,14,page_view,2024-04-15 11:00:00,checkout,2900
150,14,add_to_cart,2024-05-02 08:00:00,home,6067
151,14,add_to_cart,2024-05-11 10:00:00,pricing,3877
152,14,page_view,2024-04-18 02:00:00,product,1185
153,14,signup,2024-04-19 23:00:00,cart,9568
154,14,checkout_start,2024-05-05 01:00:00,pricing,5247
155,14,page_view,2024-04-20 02:00:00,pricing,5403
156,14,add_to_cart,2024-04-18 00:00:00,home,6488
157,14,page_view,2024-05-01 07:00:00,home,5308
158,14,add_to_cart,2024-05-07 14:00:00,checkout,8457
159,14,page_view,2024-05-04 19:00:00,checkout,3734
160,14,page_view,2024-04-28 16:00:00,blog,2685
161,15,add_to_cart,2024-03-11 18:00:00,product,9336
162,15,page_view,2024-02-12 02:00:00,blog,1201
163,15,page_view,2024-02-22 10:00:00,cart,7274
164,15,page_view,2024-02-18 09:00:00,blog,1579
165,15,checkout_start,2024-03-06 14:00:00,pricing,7870
166,15,page_view,2024-02-21 13:00:00,checkout,6241
167,15,checkout_start,2024-02-23 13:00:00,confirmation,7108
168,15,signup,2024-02-17 02:00:00,home,3938
169,15,checkout_start,2024-02-21 12:00:00,home,7568
170,15,checkout_start,2024-02-14 22:00:00,blog,5625
171,15,page_view,2024-02-25 06:00:00,confirmation,8483
172,15,page_view,2024-02-12 08:00:00,cart,5979
173,15,page_view,2024-03-09 13:00:00,cart,9083
174,15,add_to_cart,2024-02-20 08:00:00,confirmation,5016
175,15,page_view,2024-02-18 10:00:00,checkout,1391
176,15,signup,2024-02-21 22:00:00,pricing,1157
177,15,page_view,2024-02-26 07:00:00,pricing,7164
178,15,page_view,2024-02-25 02:00:00,confirmation,4902
179,15,signup,2024-02-29 21:00:00,home,3332
180,15,page_view,2024-02-23 22:00:00,product,9515
181,16,checkout_start,2024-06-30 00:00:00,checkout,2391
182,16,page_view,2024-06-30 00:00:00,product,7461
183,16,signup,2024-06-11 04:00:00,home,8126
184,16,purchase,2024-06-30 00:00:00,product,5778
185,16,checkout_start,2024-06-19 03:00:00,blog,7438
186,16,checkout_start,2024-06-30 00:00:00,cart,6211
187,16,page_view,2024-06-27 07:00:00,home,4321
188,16,add_to_cart,2024-06-13 19:00:00,confirmation,2785
189,16,page_view,2024-06-14 15:00:00,checkout,8635
190,16,signup,2024-06-21 09:00:00,confirmation,6870
191,16,signup,2024-06-16 20:00:00,checkout,5341
192,16,page_view,2024-06-13 02:00:00,blog,5984
193,16,add_to_cart,2024-06-30 00:00:00,product,6370
194,16,page_view,2024-06-14 07:00:00,product,6828
195,16,signup,2024-06-24 21:00:00,pricing,5896
196,17,page_view,2024-06-30 00:00:00,checkout,8408
197,17,add_to_cart,2024-06-30 00:00:00,product,2551
198,17,page_view,2024-06-30 00:00:00,blog,3290
199,17,page_view,2024-06-30 00:00:00,blog,4641
200,17,page_view,2024-06-30 00:00:00,checkout,7098
201,17,add_to_cart,2024-06-30 00:00:00,pricing,2376
202,17,signup,2024-06-30 00:00:00,blog,2228
203,17,purchase,2024-06-26 22:00:00,product,8265
204,17,page_view,2024-06-30 00:00:00,blog,6432
205,17,page_view,2024-06-30 00:00:00,checkout,1829
206,18,signup,2024-04-10 11:00:00,pricing,7471
207,18,page_view,2024-04-07 04:00:00,pricing,7990
208,18,page_view,2024-03-24 08:00:00,product,5505
209,18,signup,2024-03-28 22:00:00,product,1567
210,18,add_to_cart,2024-04-12 04:00:00,product,5835
211,18,signup,2024-04-07 06:00:00,confirmation,8848
212,18,page_view,2024-03-19 14:00:00,checkout,3248
213,19,add_to_cart,2024-02-25 12:00:00,blog,9614
214,19,add_to_cart,2024-02-27 15:00:00,blog,9907
215,19,purchase,2024-02-17 19:00:00,blog,6883
216,19,signup,2024-03-08 11:00:00,checkout,6636
217,19,signup,2024-03-12 03:00:00,checkout,5430
218,19,page_view,2024-02-24 16:00:00,confirmation,4588
219,19,checkout_start,2024-02-18 06:00:00,blog,5602
220,19,checkout_start,2024-02-19 11:00:00,checkout,9674
221,19,add_to_cart,2024-03-03 06:00:00,product,3615
222,19,page_view,2024-02-21 06:00:00,product,5366
223,19,checkout_start,2024-03-10 18:00:00,pricing,1916
224,19,signup,2024-02-26 08:00:00,blog,7363
225,19,purchase,2024-03-03 03:00:00,blog,3846
226,19,page_view,2024-02-24 12:00:00,cart,6878
227,19,page_view,2024-03-13 05:00:00,pricing,6761
228,20,page_view,2024-06-30 00:00:00,product,9064
229,20,page_view,2024-06-30 00:00:00,checkout,1621
230,20,page_view,2024-06-26 20:00:00,confirmation,4584
231,20,signup,2024-06-23 20:00:00,home,6435
232,20,page_view,2024-06-30 00:00:00,product,6582
233,20,purchase,2024-06-30 00:00:00,blog,6301
234,20,page_view,2024-06-25 12:00:00,confirmation,3320
235,20,checkout_start,2024-06-27 17:00:00,blog,6978
236,20,page_view,2024-06-26 02:00:00,pricing,7481
237,20,page_view,2024-06-30 00:00:00,cart,6285
238,20,purchase,2024-06-28 19:00:00,pricing,8157
239,20,purchase,2024-06-30 00:00:00,pricing,6198
240,20,add_to_cart,2024-06-30 00:00:00,confirmation,6846
241,20,add_to_cart,2024-06-30 00:00:00,blog,3872
242,20,page_view,2024-06-30 00:00:00,pricing,5825
243,20,page_view,2024-06-28 10:00:00,home,7415
244,20,page_view,2024-06-30 00:00:00,confirmation,6213
245,20,page_view,2024-06-30 00:00:00,confirmation,2705
246,20,page_view,2024-06-30 00:00:00,pricing,2274
247,20,page_view,2024-06-30 00:00:00,cart,3750
248,21,add_to_cart,2024-05-06 14:00:00,cart,8317
249,21,page_view,2024-04-08 11:00:00,product,2110
250,21,page_view,2024-04-22 22:00:00,home,1020
251,21,page_view,2024-04-10 01:00:00,pricing,7875
252,22,signup,2024-05-18 15:00:00,checkout,6754
253,22,page_view,2024-05-24 07:00:00,blog,8855
254,22,add_to_cart,2024-05-25 15:00:00,pricing,4695
255,22,signup,2024-05-07 22:00:00,blog,1547
256,22,page_view,2024-05-13 13:00:00,cart,2715
257,22,page_view,2024-05-04 03:00:00,checkout,3636
258,22,signup,2024-05-04 04:00:00,home,6536
259,23,signup,2024-03-16 07:00:00,pricing,3703
260,23,checkout_start,2024-04-09 21:00:00,product,1877
261,23,page_view,2024-03-19 07:00:00,product,7705
262,23,signup,2024-04-13 17:00:00,pricing,9849
263,23,add_to_cart,2024-03-26 07:00:00,cart,4891
264,23,page_view,2024-03-19 02:00:00,confirmation,9043
265,23,page_view,2024-03-21 13:00:00,home,8005
266,23,page_view,2024-03-18 17:00:00,pricing,8869
267,23,page_view,2024-03-23 12:00:00,product,3798
268,23,page_view,2024-04-11 05:00:00,home,8758
269,23,page_view,2024-03-19 22:00:00,checkout,8715
270,23,checkout_start,2024-04-04 20:00:00,cart,2493
271,23,signup,2024-04-11 09:00:00,product,7078
272,23,page_view,2024-03-31 06:00:00,checkout,1731
273,23,signup,2024-03-26 05:00:00,cart,4706
274,23,signup,2024-03-26 11:00:00,product,2584
275,23,add_to_cart,2024-03-18 15:00:00,blog,9871
276,24,page_view,2024-06-30 00:00:00,home,7342
277,24,signup,2024-06-30 00:00:00,confirmation,8779
278,24,checkout_start,2024-06-30 00:00:00,checkout,5896
279,24,page_view,2024-06-19 08:00:00,blog,1568
280,24,signup,2024-06-30 00:00:00,confirmation,3415
281,24,purchase,2024-06-21 03:00:00,checkout,3832
282,24,purchase,2024-06-23 03:00:00,blog,4157
283,24,page_view,2024-06-21 09:00:00,home,8133
284,24,purchase,2024-06-24 14:00:00,pricing,3422
285,24,page_view,2024-06-30 00:00:00,pricing,2097
286,24,page_view,2024-06-19 17:00:00,checkout,6343
287,24,signup,2024-06-27 18:00:00,blog,1202
288,24,add_to_cart,2024-06-30 00:00:00,confirmation,7874
289,24,signup,2024-06-20 19:00:00,product,2641
290,24,signup,2024-06-20 12:00:00,home,5687
291,25,checkout_start,2024-06-08 16:00:00,cart,7275
292,25,signup,2024-06-21 22:00:00,confirmation,8750
293,25,page_view,2024-05-26 14:00:00,checkout,3356
294,25,add_to_cart,2024-06-20 09:00:00,pricing,7581
295,25,page_view,2024-05-26 15:00:00,cart,4892
296,25,add_to_cart,2024-05-27 02:00:00,cart,7102
297,25,page_view,2024-05-25 20:00:00,blog,5965
298,25,page_view,2024-06-07 06:00:00,checkout,2609
299,25,page_view,2024-06-03 17:00:00,pricing,8259
300,25,page_view,2024-06-07 16:00:00,checkout,2462
301,25,signup,2024-06-02 00:00:00,blog,7671
302,25,add_to_cart,2024-06-14 16:00:00,blog,7126
303,25,signup,2024-05-27 09:00:00,product,2075
304,25,add_to_cart,2024-06-07 06:00:00,checkout,3222
305,25,checkout_start,2024-06-16 08:00:00,home,3846
306,25,checkout_start,2024-06-02 05:00:00,product,1944
307,25,page_view,2024-06-04 15:00:00,home,6904
308,25,page_view,2024-06-02 11:00:00,blog,8605
309,25,page_view,2024-06-15 13:00:00,home,1500
310,26,signup,2024-02-15 21:00:00,checkout,3909
311,26,signup,2024-02-20 05:00:00,cart,6640
312,26,checkout_start,2024-02-06 23:00:00,cart,2480
313,26,page_view,2024-02-12 03:00:00,home,3669
314,26,add_to_cart,2024-02-24 09:00:00,product,4626
315,26,page_view,2024-02-27 14:00:00,product,5408
316,26,signup,2024-02-27 19:00:00,home,1145
317,26,purchase,2024-02-20 05:00:00,pricing,3837
318,26,checkout_start,2024-02-25 15:00:00,product,5135
319,27,page_view,2024-05-04 10:00:00,checkout,6713
320,27,page_view,2024-04-26 14:00:00,checkout,5950
321,27,signup,2024-05-05 21:00:00,confirmation,7506
322,27,page_view,2024-05-01 22:00:00,confirmation,7131
323,27,add_to_cart,2024-04-30 22:00:00,confirmation,5631
324,27,add_to_cart,2024-04-19 17:00:00,checkout,2045
325,27,purchase,2024-04-21 08:00:00,pricing,6327
326,27,page_view,2024-04-18 19:00:00,pricing,5895
327,27,page_view,2024-04-15 00:00:00,blog,4937
328,27,checkout_start,2024-04-09 10:00:00,blog,7620
329,27,page_view,2024-05-05 04:00:00,product,1417
330,28,page_view,2024-06-24 14:00:00,checkout,7628
331,28,add_to_cart,2024-06-28 13:00:00,confirmation,4111
332,28,add_to_cart,2024-06-26 15:00:00,product,9759
333,28,checkout_start,2024-06-30 00:00:00,pricing,6873
334,28,page_view,2024-06-30 00:00:00,product,3967
335,28,page_view,2024-06-24 12:00:00,product,5237
336,28,add_to_cart,2024-06-30 00:00:00,product,6499
337,28,page_view,2024-06-30 00:00:00,cart,4659
338,28,signup,2024-06-25 02:00:00,cart,7089
339,28,signup,2024-06-23 02:00:00,checkout,2929
340,28,page_view,2024-06-30 00:00:00,pricing,2166
341,28,checkout_start,2024-06-30 00:00:00,confirmation,2963
342,28,page_view,2024-06-30 00:00:00,cart,7768
343,28,checkout_start,2024-06-14 07:00:00,product,3250
344,28,page_view,2024-06-20 13:00:00,confirmation,8496
345,28,page_view,2024-06-18 02:00:00,pricing,3954
346,28,signup,2024-06-15 10:00:00,pricing,3897
347,29,page_view,2024-05-11 01:00:00,checkout,5481
348,29,add_to_cart,2024-04-22 22:00:00,product,3595
349,29,checkout_start,2024-05-04 21:00:00,blog,2442
350,29,add_to_cart,2024-04-19 12:00:00,pricing,8035
351,29,signup,2024-05-01 05:00:00,checkout,7280
352,29,page_view,2024-04-14 04:00:00,product,7112
353,29,checkout_start,2024-04-14 14:00:00,blog,9700
354,29,page_view,2024-04-22 03:00:00,home,5076
355,29,add_to_cart,2024-04-23 15:00:00,cart,6113
356,29,page_view,2024-04-19 12:00:00,confirmation,6015
357,29,page_view,2024-04-21 03:00:00,home,5885
358,29,signup,2024-04-26 09:00:00,confirmation,9587
359,30,checkout_start,2024-03-21 12:00:00,product,6615
360,30,page_view,2024-03-23 21:00:00,product,3701
361,30,page_view,2024-03-20 05:00:00,product,3149
362,30,add_to_cart,2024-03-12 00:00:00,confirmation,9267
363,30,page_view,2024-03-10 05:00:00,pricing,1612
364,30,checkout_start,2024-03-19 00:00:00,cart,9761
365,30,page_view,2024-03-29 14:00:00,home,2771
366,30,checkout_start,2024-03-30 21:00:00,home,2897
367,30,signup,2024-03-20 18:00:00,home,9966
368,30,signup,2024-03-13 18:00:00,product,4366
369,30,add_to_cart,2024-04-01 15:00:00,home,5933
370,30,add_to_cart,2024-03-20 22:00:00,pricing,9524
371,31,add_to_cart,2024-03-13 13:00:00,product,7862
372,31,signup,2024-02-20 11:00:00,confirmation,2928
373,31,page_view,2024-02-28 01:00:00,home,9154
374,31,add_to_cart,2024-02-24 11:00:00,blog,5308
375,31,purchase,2024-03-09 07:00:00,cart,7713
376,31,page_view,2024-02-28 14:00:00,confirmation,9132
377,31,add_to_cart,2024-02-24 20:00:00,checkout,6416
378,31,page_view,2024-02-26 00:00:00,pricing,2458
379,31,checkout_start,2024-02-20 17:00:00,pricing,9095
380,31,purchase,2024-02-22 08:00:00,blog,9383
381,32,purchase,2024-05-26 07:00:00,pricing,4787
382,32,purchase,2024-06-10 11:00:00,cart,5327
383,32,page_view,2024-06-10 19:00:00,blog,3862
384,32,checkout_start,2024-05-23 16:00:00,cart,6123
385,33,page_view,2024-01-29 22:00:00,blog,1751
386,33,checkout_start,2024-01-25 09:00:00,pricing,3793
387,33,page_view,2024-02-08 00:00:00,checkout,5395
388,33,page_view,2024-01-28 23:00:00,cart,3996
389,33,signup,2024-01-29 20:00:00,checkout,5453
390,33,add_to_cart,2024-02-10 10:00:00,checkout,7909
391,33,checkout_start,2024-02-21 16:00:00,product,2852
392,33,add_to_cart,2024-01-30 15:00:00,home,3611
393,33,signup,2024-01-29 10:00:00,confirmation,8908
394,33,add_to_cart,2024-02-18 06:00:00,product,7221
395,33,add_to_cart,2024-02-09 07:00:00,blog,3140
396,33,purchase,2024-02-14 14:00:00,home,7738
397,33,page_view,2024-02-12 19:00:00,cart,6148
398,33,add_to_cart,2024-01-25 12:00:00,pricing,9598
399,33,add_to_cart,2024-02-18 14:00:00,product,6542
400,34,add_to_cart,2024-06-30 00:00:00,confirmation,2560
401,34,add_to_cart,2024-06-30 00:00:00,product,8895
402,34,add_to_cart,2024-06-30 00:00:00,pricing,7305
403,34,checkout_start,2024-06-24 08:00:00,confirmation,1894
404,34,add_to_cart,2024-06-18 11:00:00,product,9283
405,34,checkout_start,2024-06-30 00:00:00,blog,3709
406,34,add_to_cart,2024-06-21 04:00:00,cart,4946
407,34,purchase,2024-06-30 00:00:00,home,9305
408,34,signup,2024-06-27 12:00:00,checkout,7607
409,34,page_view,2024-06-28 00:00:00,checkout,8341
410,34,checkout_start,2024-06-21 18:00:00,checkout,6178
411,34,purchase,2024-06-23 01:00:00,pricing,1291
412,34,signup,2024-06-22 09:00:00,home,9996
413,34,checkout_start,2024-06-18 00:00:00,blog,5990
414,34,signup,2024-06-30 00:00:00,pricing,8474
415,34,page_view,2024-06-30 00:00:00,home,4652
416,34,page_view,2024-06-30 00:00:00,blog,8751
417,34,page_view,2024-06-30 00:00:00,checkout,2868
418,35,page_view,2024-06-15 02:00:00,cart,6818
419,35,purchase,2024-06-14 00:00:00,cart,9973
420,35,page_view,2024-06-09 06:00:00,home,1750
421,35,signup,2024-05-25 00:00:00,blog,7704
422,35,page_view,2024-05-22 13:00:00,product,4072
423,36,page_view,2024-06-30 00:00:00,blog,4122
424,36,page_view,2024-06-30 00:00:00,checkout,1761
425,36,checkout_start,2024-06-30 00:00:00,confirmation,3018
426,36,signup,2024-06-30 00:00:00,confirmation,9260
427,36,purchase,2024-06-28 17:00:00,home,9689
428,37,purchase,2024-01-28 14:00:00,blog,8912
429,37,checkout_start,2024-01-26 16:00:00,product,3845
430,37,page_view,2024-01-10 11:00:00,pricing,6273
431,38,signup,2024-06-02 09:00:00,confirmation,5067
432,38,page_view,2024-05-28 16:00:00,cart,5819
433,38,checkout_start,2024-06-05 07:00:00,product,7762
434,38,add_to_cart,2024-06-11 16:00:00,pricing,9393
435,38,checkout_start,2024-05-29 18:00:00,confirmation,6143
436,38,add_to_cart,2024-06-09 14:00:00,product,4435
437,38,add_to_cart,2024-06-12 15:00:00,pricing,6657
438,38,page_view,2024-06-14 16:00:00,pricing,3913
439,38,signup,2024-06-07 11:00:00,pricing,6281
440,38,add_to_cart,2024-05-21 22:00:00,confirmation,8870
441,38,signup,2024-06-10 20:00:00,pricing,7839
442,38,add_to_cart,2024-06-14 18:00:00,blog,9747
443,38,checkout_start,2024-05-29 04:00:00,checkout,1209
444,38,page_view,2024-06-08 07:00:00,checkout,3381
445,38,add_to_cart,2024-05-19 06:00:00,product,5374
446,38,purchase,2024-05-23 20:00:00,pricing,5105
447,38,checkout_start,2024-05-23 05:00:00,pricing,5835
448,38,add_to_cart,2024-05-25 16:00:00,home,6876
449,39,add_to_cart,2024-01-18 08:00:00,pricing,4675
450,39,signup,2024-02-10 14:00:00,product,9370
451,39,page_view,2024-02-12 16:00:00,pricing,1769
452,39,page_view,2024-01-30 06:00:00,blog,6122
453,39,page_view,2024-02-06 13:00:00,pricing,5117
454,39,add_to_cart,2024-01-22 15:00:00,blog,8259
455,39,purchase,2024-01-23 14:00:00,pricing,7025
456,39,signup,2024-02-08 02:00:00,confirmation,4218
457,39,page_view,2024-01-22 06:00:00,product,2220
458,39,purchase,2024-01-21 23:00:00,pricing,9418
459,39,page_view,2024-01-19 02:00:00,checkout,5572
460,39,page_view,2024-02-06 17:00:00,product,5178
461,39,page_view,2024-01-14 05:00:00,pricing,3536
462,39,page_view,2024-01-15 16:00:00,cart,1833
463,39,add_to_cart,2024-02-09 16:00:00,pricing,5934
464,39,checkout_start,2024-02-03 22:00:00,confirmation,6866
465,40,signup,2024-02-08 13:00:00,product,9529
466,40,checkout_start,2024-01-28 21:00:00,product,7814
467,40,signup,2024-02-18 04:00:00,home,6724
468,40,checkout_start,2024-02-04 10:00:00,pricing,6437
469,41,page_view,2024-06-16 09:00:00,blog,9691
470,41,purchase,2024-06-21 06:00:00,blog,1144
471,41,add_to_cart,2024-06-05 21:00:00,checkout,4937
472,41,add_to_cart,2024-06-28 09:00:00,confirmation,4994
473,41,add_to_cart,2024-06-02 16:00:00,cart,7248
474,41,page_view,2024-06-05 20:00:00,confirmation,5633
475,41,purchase,2024-06-02 01:00:00,blog,7143
476,41,checkout_start,2024-06-22 22:00:00,checkout,8975
477,41,page_view,2024-06-02 20:00:00,pricing,4154
478,41,signup,2024-06-14 16:00:00,home,3742
479,41,signup,2024-06-23 22:00:00,pricing,2072
480,41,add_to_cart,2024-06-09 23:00:00,blog,4492
481,42,page_view,2024-03-13 10:00:00,blog,8130
482,42,checkout_start,2024-04-05 14:00:00,home,3519
483,42,signup,2024-03-10 00:00:00,cart,1620
484,42,page_view,2024-03-12 17:00:00,product,5127
485,42,page_view,2024-04-01 19:00:00,blog,4729
486,42,signup,2024-03-20 00:00:00,checkout,7626
487,42,page_view,2024-03-27 11:00:00,checkout,2938
488,42,page_view,2024-03-31 19:00:00,pricing,2036
489,42,page_view,2024-04-02 23:00:00,blog,2189
490,42,purchase,2024-03-24 06:00:00,home,5748
491,42,page_view,2024-04-07 06:00:00,home,5612
492,42,page_view,2024-03-27 16:00:00,blog,1504
493,42,page_view,2024-03-29 05:00:00,product,3234
494,42,checkout_start,2024-03-25 16:00:00,blog,9941
495,42,purchase,2024-03-21 14:00:00,product,5883
496,43,signup,2024-01-12 11:00:00,confirmation,3316
497,43,page_view,2024-01-17 06:00:00,confirmation,7456
498,43,signup,2024-02-03 22:00:00,home,5992
499,43,add_to_cart,2024-01-20 23:00:00,pricing,6633
