funnel_id,user_id,step,step_order,completed,timestamp,signup_month
43,17,signup,2,1,2024-06-26 16:00:00,2024-06
44,17,onboard,3,1,2024-06-29 16:00:00,2024-06
45,17,activate,4,1,2024-06-27 00:00:00,2024-06
46,17,purchase,5,0,2024-06-30 00:00:00,2024-06
47,18,visit,1,1,2024-03-17 00:00:00,2024-03
48,18,signup,2,0,2024-03-19 00:00:00,2024-03
49,19,visit,1,1,2024-02-17 00:00:00,2024-02
50,19,signup,2,1,2024-02-18 13:00:00,2024-02
51,19,onboard,3,1,2024-02-19 22:00:00,2024-02
52,19,activate,4,1,2024-02-20 03:00:00,2024-02
53,19,purchase,5,0,2024-02-18 04:00:00,2024-02
54,20,visit,1,1,2024-06-23 00:00:00,2024-06
55,20,signup,2,0,2024-06-23 02:00:00,2024-06
56,21,visit,1,1,2024-04-08 00:00:00,2024-04
57,21,signup,2,1,2024-04-09 02:00:00,2024-04
58,21,onboard,3,1,2024-04-11 06:00:00,2024-04
59,21,activate,4,1,2024-04-09 00:00:00,2024-04
60,21,purchase,5,1,2024-04-14 08:00:00,2024-04
61,22,visit,1,1,2024-05-01 00:00:00,2024-05
62,22,signup,2,0,2024-05-02 14:00:00,2024-05
63,23,visit,1,1,2024-03-15 00:00:00,2024-03
64,23,signup,2,0,2024-03-15 15:00:00,2024-03
65,24,visit,1,1,2024-06-16 00:00:00,2024-06
66,24,signup,2,0,2024-06-17 04:00:00,2024-06
67,25,visit,1,1,2024-05-25 00:00:00,2024-05
68,25,signup,2,0,2024-05-25 03:00:00,2024-05
69,26,visit,1,1,2024-01-31 00:00:00,2024-01
70,26,signup,2,1,2024-02-01 08:00:00,2024-01
71,26,onboard,3,1,2024-02-02 18:00:00,2024-01
72,26,activate,4,1,2024-02-04 06:00:00,2024-01
73,26,purchase,5,0,2024-02-02 12:00:00,2024-01
74,27,visit,1,1,2024-04-07 00:00:00,2024-04
75,27,signup,2,1,2024-04-08 21:00:00,2024-04
76,27,onboard,3,1,2024-04-09 16:00:00,2024-04
77,27,activate,4,1,2024-04-13 00:00:00,2024-04
78,27,purchase,5,1,2024-04-08 20:00:00,2024-04
79,28,visit,1,1,2024-06-12 00:00:00,2024-06
80,28,signup,2,0,2024-06-12 14:00:00,2024-06
81,29,visit,1,1,2024-04-14 00:00:00,2024-04
82,29,signup,2,1,2024-04-14 03:00:00,2024-04
83,29,onboard,3,1,2024-04-15 18:00:00,2024-04
84,29,activate,4,1,2024-04-14 09:00:00,2024-04
85,29,purchase,5,1,2024-04-21 00:00:00,2024-04
86,30,visit,1,1,2024-03-03 00:00:00,2024-03
87,30,signup,2,0,2024-03-04 20:00:00,2024-03
88,31,visit,1,1,2024-02-16 00:00:00,2024-02
89,31,signup,2,0,2024-02-17 22:00:00,2024-02
90,32,visit,1,1,2024-05-22 00:00:00,2024-05
91,32,signup,2,1,2024-05-23 00:00:00,2024-05
92,32,onboard,3,0,2024-05-24 22:00:00,2024-05
93,33,visit,1,1,2024-01-25 00:00:00,2024-01
94,33,signup,2,1,2024-01-25 20:00:00,2024-01
95,33,onboard,3,0,2024-01-25 08:00:00,2024-01
96,34,visit,1,1,2024-06-18 00:00:00,2024-06
97,34,signup,2,1,2024-06-18 10:00:00,2024-06
98,34,onboard,3,0,2024-06-21 12:00:00,2024-06
99,35,visit,1,1,2024-05-18 00:00:00,2024-05
100,35,signup,2,1,2024-05-19 11:00:00,2024-05
101,35,onboard,3,0,2024-05-18 16:00:00,2024-05
102,36,visit,1,1,2024-06-23 00:00:00,2024-06
103,36,signup,2,0,2024-06-24 11:00:00,2024-06
104,37,visit,1,1,2024-01-05 00:00:00,2024-01
105,37,signup,2,1,2024-01-06 17:00:00,2024-01
106,37,onboard,3,1,2024-01-07 10:00:00,2024-01
107,37,activate,4,1,2024-01-09 09:00:00,2024-01
108,37,purchase,5,1,2024-01-06 16:00:00,2024-01
109,38,visit,1,1,2024-05-17 00:00:00,2024-05
110,38,signup,2,0,2024-05-18 17:00:00,2024-05
111,39,visit,1,1,2024-01-14 00:00:00,2024-01
112,39,signup,2,0,2024-01-14 17:00:00,2024-01
113,40,visit,1,1,2024-01-26 00:00:00,2024-01
114,40,signup,2,0,2024-01-26 19:00:00,2024-01
115,41,visit,1,1,2024-06-01 00:00:00,2024-06
116,41,signup,2,0,2024-06-02 04:00:00,2024-06
117,42,visit,1,1,2024-03-09 00:00:00,2024-03
118,42,signup,2,0,2024-03-09 02:00:00,2024-03
119,43,visit,1,1,2024-01-12 00:00:00,2024-01
120,43,signup,2,0,2024-01-13 16:00:00,2024-01
121,44,visit,1,1,2024-02-07 00:00:00,2024-02
122,44,signup,2,0,2024-02-08 09:00:00,2024-02
123,45,visit,1,1,2024-03-30 00:00:00,2024-03
124,45,signup,2,1,2024-03-31 08:00:00,2024-03
125,45,onboard,3,1,2024-04-02 20:00:00,2024-03
126,45,activate,4,0,2024-04-03 21:00:00,2024-03
127,46,visit,1,1,2024-01-20 00:00:00,2024-01
128,46,signup,2,1,2024-01-21 05:00:00,2024-01
129,46,onboard,3,1,2024-01-22 18:00:00,2024-01
130,46,activate,4,1,2024-01-24 12:00:00,2024-01
131,46,purchase,5,0,2024-01-22 08:00:00,2024-01
132,47,visit,1,1,2024-06-28 00:00:00,2024-06
133,47,signup,2,0,2024-06-28 06:00:00,2024-06
134,48,visit,1,1,2024-02-11 00:00:00,2024-02
135,48,signup,2,0,2024-02-12 19:00:00,2024-02
136,49,visit,1,1,2024-03-16 00:00:00,2024-03
137,49,signup,2,0,2024-03-16 15:00:00,2024-03
138,50,visit,1,1,2024-05-15 00:00:00,2024-05
139,50,signup,2,1,2024-05-17 00:00:00,2024-05
140,50,onboard,3,1,2024-05-18 00:00:00,2024-05
141,50,activate,4,1,2024-05-21 00:00:00,2024-05
142,50,purchase,5,1,2024-05-17 16:00:00,2024-05
143,51,visit,1,1,2024-01-31 00:00:00,2024-01
144,51,signup,2,1,2024-02-01 06:00:00,2024-01
145,51,onboard,3,0,2024-02-01 16:00:00,2024-01
146,52,visit,1,1,2024-01-12 00:00:00,2024-01
147,52,signup,2,0,2024-01-13 22:00:00,2024-01
148,53,visit,1,1,2024-06-27 00:00:00,2024-06
149,53,signup,2,0,2024-06-27 23:00:00,2024-06
150,54,visit,1,1,2024-06-14 00:00:00,2024-06
151,54,signup,2,1,2024-06-14 19:00:00,2024-06
152,54,onboard,3,1,2024-06-17 10:00:00,2024-06
153,54,activate,4,1,2024-06-20 00:00:00,2024-06
154,54,purchase,5,0,2024-06-20 16:00:00,2024-06
155,55,visit,1,1,2024-03-19 00:00:00,2024-03
156,55,signup,2,1,2024-03-19 22:00:00,2024-03
157,55,onboard,3,1,2024-03-19 22:00:00,2024-03
158,55,activate,4,0,2024-03-19 15:00:00,2024-03
159,56,visit,1,1,2024-01-08 00:00:00,2024-01
160,56,signup,2,1,2024-01-09 12:00:00,2024-01
161,56,onboard,3,1,2024-01-09 14:00:00,2024-01
162,56,activate,4,0,2024-01-08 21:00:00,2024-01
163,57,visit,1,1,2024-03-02 00:00:00,2024-03
164,57,signup,2,0,2024-03-03 19:00:00,2024-03
165,58,visit,1,1,2024-02-21 00:00:00,2024-02
166,58,signup,2,0,2024-02-22 22:00:00,2024-02
167,59,visit,1,1,2024-06-29 00:00:00,2024-06
168,59,signup,2,1,2024-06-30 00:00:00,2024-06
169,59,onboard,3,0,2024-06-30 00:00:00,2024-06
170,60,visit,1,1,2024-01-20 00:00:00,2024-01
171,60,signup,2,0,2024-01-21 23:00:00,2024-01
172,61,visit,1,1,2024-06-20 00:00:00,2024-06
173,61,signup,2,1,2024-06-21 19:00:00,2024-06
174,61,onboard,3,1,2024-06-21 08:00:00,2024-06
175,61,activate,4,0,2024-06-20 06:00:00,2024-06
176,62,visit,1,1,2024-06-10 00:00:00,2024-06
177,62,signup,2,0,2024-06-11 17:00:00,2024-06
178,63,visit,1,1,2024-01-02 00:00:00,2024-01
179,63,signup,2,1,2024-01-03 23:00:00,2024-01
180,63,onboard,3,1,2024-01-04 02:00:00,2024-01
181,63,activate,4,0,2024-01-03 12:00:00,2024-01
182,64,visit,1,1,2024-06-19 00:00:00,2024-06
183,64,signup,2,1,2024-06-20 05:00:00,2024-06
184,64,onboard,3,1,2024-06-22 06:00:00,2024-06
185,64,activate,4,0,2024-06-22 09:00:00,2024-06
186,65,visit,1,1,2024-01-31 00:00:00,2024-01
187,65,signup,2,1,2024-01-31 21:00:00,2024-01
188,65,onboard,3,0,2024-02-01 08:00:00,2024-01
189,66,visit,1,1,2024-05-13 00:00:00,2024-05
190,66,signup,2,1,2024-05-13 09:00:00,2024-05
191,66,onboard,3,1,2024-05-16 18:00:00,2024-05
192,66,activate,4,0,2024-05-15 06:00:00,2024-05
193,67,visit,1,1,2024-01-18 00:00:00,2024-01
194,67,signup,2,1,2024-01-18 14:00:00,2024-01
195,67,onboard,3,0,2024-01-20 08:00:00,2024-01
196,68,visit,1,1,2024-05-29 00:00:00,2024-05
197,68,signup,2,0,2024-05-30 16:00:00,2024-05
198,69,visit,1,1,2024-04-17 00:00:00,2024-04
199,69,signup,2,0,2024-04-18 05:00:00,2024-04
200,70,visit,1,1,2024-04-15 00:00:00,2024-04
201,70,signup,2,1,2024-04-15 20:00:00,2024-04
202,70,onboard,3,1,2024-04-17 04:00:00,2024-04
203,70,activate,4,1,2024-04-17 09:00:00,2024-04
204,70,purchase,5,1,2024-04-16 20:00:00,2024-04
205,71,visit,1,1,2024-01-25 00:00:00,2024-01
206,71,signup,2,1,2024-01-25 20:00:00,2024-01
207,71,onboard,3,0,2024-01-27 00:00:00,2024-01
208,72,visit,1,1,2024-06-23 00:00:00,2024-06
209,72,signup,2,1,2024-06-24 01:00:00,2024-06
210,72,onboard,3,0,2024-06-23 16:00:00,2024-06
211,73,visit,1,1,2024-05-31 00:00:00,2024-05
212,73,signup,2,0,2024-05-31 09:00:00,2024-05
213,74,visit,1,1,2024-06-28 00:00:00,2024-06
214,74,signup,2,0,2024-06-28 23:00:00,2024-06
215,75,visit,1,1,2024-06-20 00:00:00,2024-06
216,75,signup,2,1,2024-06-21 16:00:00,2024-06
217,75,onboard,3,1,2024-06-21 22:00:00,2024-06
218,75,activate,4,1,2024-06-21 09:00:00,2024-06
219,75,purchase,5,0,2024-06-25 08:00:00,2024-06
220,76,visit,1,1,2024-06-04 00:00:00,2024-06
221,76,signup,2,0,2024-06-04 17:00:00,2024-06
222,77,visit,1,1,2024-06-01 00:00:00,2024-06
223,77,signup,2,0,2024-06-01 02:00:00,2024-06
224,78,visit,1,1,2024-02-13 00:00:00,2024-02
225,78,signup,2,1,2024-02-13 12:00:00,2024-02
226,78,onboard,3,0,2024-02-14 20:00:00,2024-02
227,79,visit,1,1,2024-02-13 00:00:00,2024-02
228,79,signup,2,0,2024-02-13 14:00:00,2024-02
229,80,visit,1,1,2024-05-30 00:00:00,2024-05
230,80,signup,2,0,2024-05-31 20:00:00,2024-05
231,81,visit,1,1,2024-03-05 00:00:00,2024-03
232,81,signup,2,1,2024-03-05 10:00:00,2024-03
233,81,onboard,3,1,2024-03-07 22:00:00,2024-03
234,81,activate,4,1,2024-03-05 03:00:00,2024-03
235,81,purchase,5,1,2024-03-07 16:00:00,2024-03
236,82,visit,1,1,2024-04-22 00:00:00,2024-04
237,82,signup,2,1,2024-04-23 00:00:00,2024-04
238,82,onboard,3,1,2024-04-25 22:00:00,2024-04
239,82,activate,4,0,2024-04-22 18:00:00,2024-04
240,83,visit,1,1,2024-03-08 00:00:00,2024-03
241,83,signup,2,1,2024-03-08 13:00:00,2024-03
242,83,onboard,3,1,2024-03-08 12:00:00,2024-03
243,83,activate,4,1,2024-03-13 15:00:00,2024-03
244,83,purchase,5,0,2024-03-13 00:00:00,2024-03
245,84,visit,1,1,2024-01-23 00:00:00,2024-01
246,84,signup,2,0,2024-01-23 21:00:00,2024-01
247,85,visit,1,1,2024-01-01 00:00:00,2024-01
248,85,signup,2,0,2024-01-01 01:00:00,2024-01
249,86,visit,1,1,2024-03-11 00:00:00,2024-03
250,86,signup,2,1,2024-03-11 16:00:00,2024-03
251,86,onboard,3,1,2024-03-14 12:00:00,2024-03
252,86,activate,4,0,2024-03-11 21:00:00,2024-03
253,87,visit,1,1,2024-03-01 00:00:00,2024-03
254,87,signup,2,0,2024-03-02 00:00:00,2024-03
255,88,visit,1,1,2024-03-01 00:00:00,2024-03
256,88,signup,2,1,2024-03-02 21:00:00,2024-03
257,88,onboard,3,1,2024-03-02 08:00:00,2024-03
258,88,activate,4,1,2024-03-02 18:00:00,2024-03
259,88,purchase,5,0,2024-03-04 12:00:00,2024-03
260,89,visit,1,1,2024-01-25 00:00:00,2024-01
261,89,signup,2,1,2024-01-26 04:00:00,2024-01
262,89,onboard,3,1,2024-01-27 06:00:00,2024-01
263,89,activate,4,1,2024-01-25 21:00:00,2024-01
264,89,purchase,5,0,2024-01-25 04:00:00,2024-01
265,90,visit,1,1,2024-04-29 00:00:00,2024-04
266,90,signup,2,1,2024-04-30 06:00:00,2024-04
267,90,onboard,3,1,2024-05-02 08:00:00,2024-04
268,90,activate,4,0,2024-05-04 03:00:00,2024-04
269,91,visit,1,1,2024-02-25 00:00:00,2024-02
270,91,signup,2,1,2024-02-25 22:00:00,2024-02
271,91,onboard,3,0,2024-02-25 08:00:00,2024-02
272,92,visit,1,1,2024-03-31 00:00:00,2024-03
273,92,signup,2,0,2024-03-31 01:00:00,2024-03
274,93,visit,1,1,2024-05-07 00:00:00,2024-05
275,93,signup,2,0,2024-05-08 19:00:00,2024-05
276,94,visit,1,1,2024-01-19 00:00:00,2024-01
277,94,signup,2,1,2024-01-19 17:00:00,2024-01
278,94,onboard,3,1,2024-01-23 00:00:00,2024-01
279,94,activate,4,1,2024-01-22 06:00:00,2024-01
280,94,purchase,5,1,2024-01-21 00:00:00,2024-01
281,95,visit,1,1,2024-06-05 00:00:00,2024-06
282,95,signup,2,0,2024-06-06 04:00:00,2024-06
283,96,visit,1,1,2024-04-28 00:00:00,2024-04
284,96,signup,2,0,2024-04-28 22:00:00,2024-04
285,97,visit,1,1,2024-02-07 00:00:00,2024-02
286,97,signup,2,0,2024-02-07 09:00:00,2024-02
287,98,visit,1,1,2024-05-07 00:00:00,2024-05
288,98,signup,2,1,2024-05-07 19:00:00,2024-05
289,98,onboard,3,0,2024-05-07 04:00:00,2024-05
290,99,visit,1,1,2024-05-31 00:00:00,2024-05
291,99,signup,2,1,2024-05-31 21:00:00,2024-05
292,99,onboard,3,1,2024-06-01 18:00:00,2024-05
293,99,activate,4,0,2024-06-04 15:00:00,2024-05
294,100,visit,1,1,2024-03-31 00:00:00,2024-03
295,100,signup,2,0,2024-04-01 02:00:00,2024-03
296,101,visit,1,1,2024-01-26 00:00:00,2024-01
297,101,signup,2,1,2024-01-28 00:00:00,2024-01
298,101,onboard,3,1,2024-01-26 18:00:00,2024-01
299,101,activate,4,1,2024-01-27 03:00:00,2024-01
300,101,purchase,5,1,2024-01-26 12:00:00,2024-01
301,102,visit,1,1,2024-03-02 00:00:00,2024-03
302,102,signup,2,0,2024-03-03 14:00:00,2024-03
303,103,visit,1,1,2024-03-23 00:00:00,2024-03
304,103,signup,2,1,2024-03-24 00:00:00,2024-03
305,103,onboard,3,1,2024-03-26 12:00:00,2024-03
306,103,activate,4,1,2024-03-28 09:00:00,2024-03
307,103,purchase,5,0,2024-03-23 12:00:00,2024-03
308,104,visit,1,1,2024-03-28 00:00:00,2024-03
309,104,signup,2,0,2024-03-28 17:00:00,2024-03
310,105,visit,1,1,2024-04-04 00:00:00,2024-04
311,105,signup,2,1,2024-04-04 07:00:00,2024-04
312,105,onboard,3,1,2024-04-07 12:00:00,2024-04
313,105,activate,4,1,2024-04-05 12:00:00,2024-04
314,105,purchase,5,1,2024-04-05 08:00:00,2024-04
315,106,visit,1,1,2024-02-15 00:00:00,2024-02
316,106,signup,2,1,2024-02-16 15:00:00,2024-02
317,106,onboard,3,1,2024-02-17 06:00:00,2024-02
318,106,activate,4,0,2024-02-17 18:00:00,2024-02
319,107,visit,1,1,2024-01-30 00:00:00,2024-01
320,107,signup,2,1,2024-01-31 02:00:00,2024-01
321,107,onboard,3,1,2024-01-31 16:00:00,2024-01
322,107,activate,4,1,2024-02-02 12:00:00,2024-01
323,107,purchase,5,0,2024-02-01 00:00:00,2024-01
324,108,visit,1,1,2024-03-21 00:00:00,2024-03
325,108,signup,2,1,2024-03-21 13:00:00,2024-03
326,108,onboard,3,1,2024-03-25 00:00:00,2024-03
327,108,activate,4,1,2024-03-25 18:00:00,2024-03
328,108,purchase,5,0,2024-03-23 16:00:00,2024-03
329,109,visit,1,1,2024-06-10 00:00:00,2024-06
330,109,signup,2,0,2024-06-11 07:00:00,2024-06
331,110,visit,1,1,2024-06-15 00:00:00,2024-06
332,110,signup,2,1,2024-06-16 13:00:00,2024-06
333,110,onboard,3,1,2024-06-18 10:00:00,2024-06
334,110,activate,4,1,2024-06-20 00:00:00,2024-06
335,110,purchase,5,1,2024-06-17 12:00:00,2024-06
336,111,visit,1,1,2024-02-27 00:00:00,2024-02
337,111,signup,2,1,2024-02-27 12:00:00,2024-02
338,111,onboard,3,0,2024-02-29 04:00:00,2024-02
339,112,visit,1,1,2024-04-14 00:00:00,2024-04
340,112,signup,2,0,2024-04-14 05:00:00,2024-04
341,113,visit,1,1,2024-04-04 00:00:00,2024-04
342,113,signup,2,0,2024-04-05 00:00:00,2024-04
343,114,visit,1,1,2024-05-09 00:00:00,2024-05
344,114,signup,2,0,2024-05-10 16:00:00,2024-05
345,115,visit,1,1,2024-06-27 00:00:00,2024-06
346,115,signup,2,1,2024-06-27 18:00:00,2024-06
347,115,onboard,3,1,2024-06-29 00:00:00,2024-06
348,115,activate,4,1,2024-06-30 00:00:00,2024-06
349,115,purchase,5,0,2024-06-30 00:00:00,2024-06
350,116,visit,1,1,2024-04-24 00:00:00,2024-04
351,116,signup,2,0,2024-04-24 18:00:00,2024-04
352,117,visit,1,1,2024-06-17 00:00:00,2024-06
353,117,signup,2,1,2024-06-17 21:00:00,2024-06
354,117,onboard,3,1,2024-06-18 20:00:00,2024-06
355,117,activate,4,1,2024-06-21 18:00:00,2024-06
356,117,purchase,5,0,2024-06-24 12:00:00,2024-06
357,118,visit,1,1,2024-03-29 00:00:00,2024-03
358,118,signup,2,0,2024-03-30 13:00:00,2024-03
359,119,visit,1,1,2024-02-18 00:00:00,2024-02
360,119,signup,2,0,2024-02-18 10:00:00,2024-02
361,120,visit,1,1,2024-03-08 00:00:00,2024-03
362,120,signup,2,0,2024-03-09 01:00:00,2024-03
363,121,visit,1,1,2024-05-26 00:00:00,2024-05
364,121,signup,2,1,2024-05-26 07:00:00,2024-05
365,121,onboard,3,1,2024-05-26 12:00:00,2024-05
366,121,activate,4,1,2024-05-29 18:00:00,2024-05
367,121,purchase,5,0,2024-06-02 12:00:00,2024-05
368,122,visit,1,1,2024-01-30 00:00:00,2024-01
369,122,signup,2,0,2024-01-31 12:00:00,2024-01
370,123,visit,1,1,2024-03-31 00:00:00,2024-03
371,123,signup,2,1,2024-04-01 19:00:00,2024-03
372,123,onboard,3,1,2024-04-03 00:00:00,2024-03
373,123,activate,4,1,2024-04-06 00:00:00,2024-03
374,123,purchase,5,0,2024-04-07 04:00:00,2024-03
375,124,visit,1,1,2024-05-25 00:00:00,2024-05
376,124,signup,2,0,2024-05-26 02:00:00,2024-05
377,125,visit,1,1,2024-01-21 00:00:00,2024-01
378,125,signup,2,1,2024-01-22 07:00:00,2024-01
379,125,onboard,3,1,2024-01-22 08:00:00,2024-01
380,125,activate,4,1,2024-01-25 09:00:00,2024-01
381,125,purchase,5,0,2024-01-21 20:00:00,2024-01
382,126,visit,1,1,2024-03-18 00:00:00,2024-03
383,126,signup,2,0,2024-03-19 20:00:00,2024-03
384,127,visit,1,1,2024-01-20 00:00:00,2024-01
385,127,signup,2,1,2024-01-21 09:00:00,2024-01
386,127,onboard,3,1,2024-01-23 18:00:00,2024-01
387,127,activate,4,1,2024-01-20 06:00:00,2024-01
388,127,purchase,5,1,2024-01-25 08:00:00,2024-01
389,128,visit,1,1,2024-06-03 00:00:00,2024-06
390,128,signup,2,1,2024-06-03 04:00:00,2024-06
391,128,onboard,3,1,2024-06-03 22:00:00,2024-06
392,128,activate,4,0,2024-06-03 03:00:00,2024-06
393,129,visit,1,1,2024-05-08 00:00:00,2024-05
394,129,signup,2,0,2024-05-09 04:00:00,2024-05
395,130,visit,1,1,2024-06-08 00:00:00,2024-06
396,130,signup,2,0,2024-06-08 02:00:00,2024-06
397,131,visit,1,1,2024-05-17 00:00:00,2024-05
398,131,signup,2,1,2024-05-17 18:00:00,2024-05
399,131,onboard,3,1,2024-05-17 16:00:00,2024-05
400,131,activate,4,1,2024-05-18 00:00:00,2024-05
401,131,purchase,5,0,2024-05-21 08:00:00,2024-05
402,132,visit,1,1,2024-04-29 00:00:00,2024-04
403,132,signup,2,0,2024-04-30 05:00:00,2024-04
404,133,visit,1,1,2024-06-09 00:00:00,2024-06
405,133,signup,2,0,2024-06-09 10:00:00,2024-06
406,134,visit,1,1,2024-02-24 00:00:00,2024-02
407,134,signup,2,1,2024-02-25 21:00:00,2024-02
408,134,onboard,3,1,2024-02-26 04:00:00,2024-02
409,134,activate,4,1,2024-02-25 15:00:00,2024-02
410,134,purchase,5,0,2024-02-29 00:00:00,2024-02
411,135,visit,1,1,2024-05-09 00:00:00,2024-05
412,135,signup,2,0,2024-05-10 14:00:00,2024-05
413,136,visit,1,1,2024-04-04 00:00:00,2024-04
414,136,signup,2,1,2024-04-05 02:00:00,2024-04
415,136,onboard,3,0,2024-04-05 10:00:00,2024-04
416,137,visit,1,1,2024-05-16 00:00:00,2024-05
417,137,signup,2,1,2024-05-17 19:00:00,2024-05
418,137,onboard,3,1,2024-05-19 12:00:00,2024-05
419,137,activate,4,1,2024-05-19 03:00:00,2024-05
420,137,purchase,5,0,2024-05-22 04:00:00,2024-05
421,138,visit,1,1,2024-01-17 00:00:00,2024-01
422,138,signup,2,1,2024-01-18 20:00:00,2024-01
423,138,onboard,3,1,2024-01-20 16:00:00,2024-01
424,138,activate,4,0,2024-01-18 21:00:00,2024-01
425,139,visit,1,1,2024-05-14 00:00:00,2024-05
426,139,signup,2,0,2024-05-14 03:00:00,2024-05
427,140,visit,1,1,2024-01-19 00:00:00,2024-01
428,140,signup,2,1,2024-01-19 23:00:00,2024-01
429,140,onboard,3,0,2024-01-22 02:00:00,2024-01
430,141,visit,1,1,2024-03-12 00:00:00,2024-03
431,141,signup,2,0,2024-03-12 16:00:00,2024-03
432,142,visit,1,1,2024-03-05 00:00:00,2024-03
433,142,signup,2,0,2024-03-05 03:00:00,2024-03
434,143,visit,1,1,2024-01-24 00:00:00,2024-01
435,143,signup,2,1,2024-01-24 15:00:00,2024-01
436,143,onboard,3,1,2024-01-25 12:00:00,2024-01
437,143,activate,4,1,2024-01-29 09:00:00,2024-01
438,143,purchase,5,1,2024-01-29 04:00:00,2024-01
439,144,visit,1,1,2024-02-07 00:00:00,2024-02
440,144,signup,2,0,2024-02-07 18:00:00,2024-02
441,145,visit,1,1,2024-04-25 00:00:00,2024-04
442,145,signup,2,1,2024-04-26 13:00:00,2024-04
443,145,onboard,3,1,2024-04-28 18:00:00,2024-04
444,145,activate,4,1,2024-04-30 21:00:00,2024-04
445,145,purchase,5,1,2024-04-25 20:00:00,2024-04
446,146,visit,1,1,2024-03-11 00:00:00,2024-03
447,146,signup,2,0,2024-03-11 03:00:00,2024-03
448,147,visit,1,1,2024-01-09 00:00:00,2024-01
449,147,signup,2,0,2024-01-09 06:00:00,2024-01
450,148,visit,1,1,2024-05-03 00:00:00,2024-05
451,148,signup,2,0,2024-05-04 14:00:00,2024-05
452,149,visit,1,1,2024-02-25 00:00:00,2024-02
453,149,signup,2,0,2024-02-25 06:00:00,2024-02
454,150,visit,1,1,2024-02-19 00:00:00,2024-02
455,150,signup,2,0,2024-02-20 18:00:00,2024-02
456,151,visit,1,1,2024-04-05 00:00:00,2024-04
457,151,signup,2,0,2024-04-05 03:00:00,2024-04
458,152,visit,1,1,2024-06-06 00:00:00,2024-06
459,152,signup,2,0,2024-06-07 03:00:00,2024-06
460,153,visit,1,1,2024-04-18 00:00:00,2024-04
461,153,signup,2,1,2024-04-19 11:00:00,2024-04
462,153,onboard,3,0,2024-04-22 00:00:00,2024-04
463,154,visit,1,1,2024-05-30 00:00:00,2024-05
464,154,signup,2,0,2024-05-30 16:00:00,2024-05
465,155,visit,1,1,2024-03-24 00:00:00,2024-03
466,155,signup,2,0,2024-03-24 13:00:00,2024-03
467,156,visit,1,1,2024-05-28 00:00:00,2024-05
468,156,signup,2,0,2024-05-28 20:00:00,2024-05
469,157,visit,1,1,2024-02-16 00:00:00,2024-02
470,157,signup,2,0,2024-02-16 14:00:00,2024-02
471,158,visit,1,1,2024-05-13 00:00:00,2024-05
472,158,signup,2,1,2024-05-14 21:00:00,2024-05
473,158,onboard,3,1,2024-05-16 14:00:00,2024-05
474,158,activate,4,1,2024-05-17 18:00:00,2024-05
475,158,purchase,5,1,2024-05-18 20:00:00,2024-05
476,159,visit,1,1,2024-05-16 00:00:00,2024-05
477,159,signup,2,1,2024-05-17 07:00:00,2024-05
