order_id,user_id,order_date,amount,status,device,country,plan
179,242,2024-03-04,24.73,completed,mobile,,free
180,242,2024-04-27,22.76,completed,mobile,,free
181,242,2024-03-05,18.67,completed,mobile,,free
182,244,2024-02-22,15.94,completed,desktop,US,free
183,244,2024-02-07,16.67,completed,desktop,US,free
184,244,2024-01-18,21.1,completed,desktop,US,free
185,246,2024-05-19,39.78,completed,mobile,UK,starter
186,251,2024-03-06,21.38,completed,mobile,US,free
187,251,2024-01-30,21.05,completed,mobile,US,free
188,251,2024-03-13,16.97,refunded,mobile,US,free
189,253,2024-03-06,54.27,completed,desktop,US,starter
190,253,2024-04-20,37.69,completed,desktop,US,starter
191,254,2024-06-19,28.89,completed,tablet,US,free
192,254,2024-06-30,27.46,cancelled,tablet,US,free
193,255,2024-04-30,19.79,completed,mobile,UK,free
194,257,2024-06-30,27.8,completed,mobile,US,free
195,258,2024-06-30,68.25,cancelled,desktop,CA,starter
196,258,2024-06-24,60.07,completed,desktop,CA,starter
197,261,2024-03-11,19.81,completed,desktop,UK,free
198,261,2024-03-02,15.43,cancelled,desktop,UK,free
199,263,2024-04-02,22.84,cancelled,mobile,US,free
200,263,2024-03-28,26.34,completed,mobile,US,free
201,264,2024-06-08,123.02,completed,tablet,UK,pro
202,264,2024-06-30,295.8,completed,tablet,UK,pro
203,265,2024-03-04,27.16,completed,desktop,US,free
204,273,2024-03-28,77.74,completed,mobile,FR,starter
205,281,2024-02-02,59.84,completed,mobile,US,starter
206,283,2024-06-18,197.17,cancelled,desktop,CA,pro
207,285,2024-05-23,16.99,completed,mobile,US,free
208,287,2024-04-07,20.94,refunded,desktop,US,starter
209,287,2024-05-03,60.02,completed,desktop,US,starter
210,287,2024-03-22,20.09,completed,desktop,US,starter
211,290,2024-04-20,16.27,completed,mobile,,free
212,290,2024-04-21,18.6,completed,mobile,,free
213,294,2024-03-11,12.93,refunded,mobile,UK,free
214,294,2024-03-02,10.27,refunded,mobile,UK,free
215,294,2024-03-01,10.47,cancelled,mobile,UK,free
216,302,2024-02-19,13.96,cancelled,mobile,US,free
217,302,2024-03-03,27.46,completed,mobile,US,free
218,303,2024-04-17,243.79,completed,desktop,DE,pro
219,305,2024-02-23,48.17,cancelled,mobile,DE,starter
220,307,2024-04-30,43.08,completed,desktop,AU,starter
221,307,2024-05-26,67.76,refunded,desktop,AU,starter
222,308,2024-05-09,33.32,completed,mobile,,starter
223,308,2024-05-07,21.64,cancelled,mobile,,starter
224,310,2024-06-28,137.52,completed,mobile,UK,pro
225,310,2024-06-30,198.9,completed,mobile,UK,pro
226,310,2024-06-01,268.11,cancelled,mobile,UK,pro
227,311,2024-06-15,10.17,completed,desktop,DE,free
228,313,2024-06-16,21.17,completed,mobile,US,free
229,314,2024-06-30,27.86,completed,mobile,DE,free
230,317,2024-03-21,57.96,completed,mobile,FR,starter
231,319,2024-06-30,19.67,completed,desktop,AU,free
232,319,2024-05-24,26.26,refunded,desktop,AU,free
233,319,2024-06-07,27.34,refunded,desktop,AU,free
234,322,2024-03-28,20.81,completed,mobile,US,free
235,322,2024-02-19,15.38,cancelled,mobile,US,free
236,324,2024-03-04,38.76,cancelled,desktop,UK,starter
237,324,2024-01-10,26.46,completed,desktop,UK,starter
238,326,2024-06-17,16.79,completed,desktop,UK,free
239,326,2024-06-12,13.23,completed,desktop,UK,free
240,326,2024-06-27,15.6,refunded,desktop,UK,free
241,327,2024-05-24,24.88,completed,mobile,,free
242,328,2024-06-30,187.91,completed,mobile,CA,pro
243,328,2024-06-30,168.63,completed,mobile,CA,pro
244,329,2024-06-01,25.22,completed,mobile,AU,free
245,329,2024-06-14,19.84,completed,mobile,AU,free
246,331,2024-04-26,64.47,refunded,mobile,CA,starter
247,331,2024-04-18,26.86,completed,mobile,CA,starter
248,331,2024-06-07,78.66,completed,mobile,CA,starter
249,333,2024-01-21,22.62,completed,mobile,US,free
250,333,2024-02-06,13.61,completed,mobile,US,free
251,336,2024-06-30,19.53,cancelled,desktop,DE,free
252,337,2024-06-16,34.34,completed,mobile,FR,starter
253,338,2024-03-27,15.15,cancelled,tablet,UK,free
254,338,2024-03-23,10.13,refunded,tablet,UK,free
255,338,2024-03-23,23.64,completed,tablet,UK,free
256,339,2024-04-13,15.4,refunded,desktop,AU,free
257,339,2024-03-30,10.09,refunded,desktop,AU,free
258,339,2024-02-29,20.45,completed,desktop,AU,free
259,346,2024-02-20,20.61,refunded,mobile,AU,free
260,346,2024-02-16,16.77,completed,mobile,AU,free
261,346,2024-03-01,13.7,completed,mobile,AU,free
262,351,2024-03-15,22.73,completed,desktop,CA,free
263,358,2024-06-18,26.11,completed,mobile,US,free
264,358,2024-06-30,12.71,completed,mobile,US,free
265,361,2024-06-30,25.35,cancelled,mobile,UK,free
266,363,2024-06-28,13.21,refunded,desktop,UK,free
267,363,2024-06-30,14.18,completed,desktop,UK,free
268,363,2024-06-30,20.21,completed,desktop,UK,free
269,372,2024-06-26,18.47,completed,desktop,CA,free
270,375,2024-05-30,15.76,completed,mobile,US,free
271,375,2024-04-07,11.73,completed,mobile,US,free
272,375,2024-04-06,20.5,completed,mobile,US,free
273,377,2024-05-19,12.78,completed,desktop,US,free
274,377,2024-05-13,14.58,completed,desktop,US,free
275,378,2024-04-29,22.2,cancelled,mobile,US,free
276,378,2024-05-05,19.51,cancelled,mobile,US,free
277,379,2024-06-30,38.88,completed,desktop,US,starter
278,379,2024-06-30,24.05,completed,desktop,US,starter
279,379,2024-06-30,39.53,refunded,desktop,US,starter
280,380,2024-06-27,17.73,cancelled,mobile,UK,free
281,380,2024-06-30,10.39,cancelled,mobile,UK,free
282,382,2024-02-20,25.65,completed,mobile,US,free
283,384,2024-06-30,24.47,refunded,desktop,CA,free
284,387,2024-03-10,17.99,refunded,mobile,US,free
285,388,2024-06-24,72.2,cancelled,mobile,DE,starter
286,390,2024-05-14,27.57,refunded,tablet,AU,free
287,390,2024-04-20,27.51,refunded,tablet,AU,free
288,391,2024-04-11,10.05,refunded,mobile,US,free
289,391,2024-05-09,9.69,cancelled,mobile,US,free
290,391,2024-04-08,12.39,cancelled,mobile,US,free
291,393,2024-02-03,23.56,completed,mobile,CA,free
292,393,2024-03-09,18.46,completed,mobile,CA,free
293,395,2024-05-01,9.37,refunded,mobile,UK,free
294,395,2024-05-14,24.63,completed,mobile,UK,free
295,399,2024-06-15,27.52,completed,mobile,US,free
296,400,2024-05-18,23.13,completed,desktop,AU,free
297,403,2024-06-30,76.31,completed,desktop,UK,starter
298,403,2024-06-26,62.74,completed,desktop,UK,starter
299,405,2024-05-14,21.91,completed,mobile,,free
300,405,2024-04-19,19.45,completed,mobile,,free
301,405,2024-05-20,22.98,cancelled,mobile,,free
302,412,2024-04-24,234.33,refunded,tablet,US,pro
303,412,2024-02-28,208.64,cancelled,tablet,US,pro
304,412,2024-04-22,148.3,completed,tablet,US,pro
305,413,2024-06-30,23.04,completed,mobile,US,free
306,413,2024-06-04,25.47,refunded,mobile,US,free
307,414,2024-05-24,63.72,cancelled,mobile,US,starter
308,415,2024-02-24,11.62,completed,mobile,FR,free
309,415,2024-04-03,19.96,cancelled,mobile,FR,free
310,417,2024-01-24,21.32,cancelled,tablet,,free
311,419,2024-05-06,60.99,completed,mobile,AU,starter
312,424,2024-04-18,20.83,cancelled,mobile,CA,free
313,426,2024-02-21,29.36,completed,desktop,CA,starter
314,426,2024-02-23,42.86,refunded,desktop,CA,starter
315,429,2024-05-30,19.02,completed,mobile,US,free
316,429,2024-06-08,28.3,completed,mobile,US,free
317,429,2024-05-09,19.52,cancelled,mobile,US,free
318,431,2024-05-01,28.45,completed,desktop,,free
319,431,2024-04-01,16.76,completed,desktop,,free
320,431,2024-04-21,22.95,completed,desktop,,free
321,435,2024-03-31,28.59,cancelled,mobile,US,free
322,435,2024-03-18,28.45,completed,mobile,US,free
323,438,2024-06-30,17.88,completed,desktop,UK,free
324,438,2024-06-30,24.5,refunded,desktop,UK,free
325,439,2024-02-20,33.49,completed,tablet,US,starter
326,439,2024-03-11,56.25,refunded,tablet,US,starter
327,439,2024-01-26,31.08,completed,tablet,US,starter
328,440,2024-02-13,20.48,completed,desktop,US,free
329,440,2024-03-07,10.67,refunded,desktop,US,free
330,440,2024-02-18,9.15,refunded,desktop,US,free
331,445,2024-05-14,48.96,cancelled,mobile,US,starter
332,445,2024-05-18,38.35,completed,mobile,US,starter
333,447,2024-03-13,47.22,completed,mobile,AU,starter
334,448,2024-04-07,50.43,completed,tablet,US,starter
335,453,2024-06-30,10.43,refunded,mobile,UK,free
336,454,2024-06-25,28.23,completed,desktop,US,starter
337,454,2024-06-30,37.15,completed,desktop,US,starter
338,458,2024-06-30,25.96,completed,desktop,US,free
339,459,2024-04-14,19.69,refunded,desktop,AU,free
340,459,2024-02-17,19.25,completed,desktop,AU,free
341,466,2024-04-25,21.44,completed,desktop,US,free
342,467,2024-05-22,21.86,completed,mobile,US,free
343,468,2024-03-10,23.63,cancelled,mobile,US,free
344,468,2024-03-28,23.72,completed,mobile,US,free
345,468,2024-02-19,28.66,completed,mobile,US,free
346,470,2024-03-31,9.24,refunded,mobile,CA,free
347,470,2024-04-03,10.32,cancelled,mobile,CA,free
348,470,2024-03-24,20.93,cancelled,mobile,CA,free
349,472,2024-04-25,28.8,cancelled,mobile,FR,free
350,472,2024-04-21,11.19,completed,mobile,FR,free
351,473,2024-03-16,9.26,completed,tablet,,free
352,473,2024-04-10,9.84,completed,tablet,,free
353,474,2024-06-30,22.83,completed,mobile,CA,free
354,474,2024-06-30,28.47,completed,mobile,CA,free
355,478,2024-04-25,20.13,completed,mobile,US,starter
356,478,2024-04-19,68.7,cancelled,mobile,US,starter
357,479,2024-02-01,9.02,cancelled,mobile,FR,free
358,479,2024-01-21,14.41,completed,mobile,FR,free
359,479,2024-02-25,13.67,completed,mobile,FR,free
360,480,2024-04-06,28.5,completed,mobile,US,free
361,480,2024-03-20,19.41,cancelled,mobile,US,free
362,480,2024-04-21,26.42,refunded,mobile,US,free
363,481,2024-04-16,9.82,completed,desktop,FR,free
364,481,2024-05-13,23.88,refunded,desktop,FR,free
365,487,2024-01-17,49.81,refunded,desktop,CA,starter
366,487,2024-02-29,35.04,cancelled,desktop,CA,starter
367,489,2024-02-07,245.02,completed,mobile,US,pro
368,489,2024-02-27,212.4,cancelled,mobile,US,pro
369,489,2024-02-29,166.21,cancelled,mobile,US,pro
370,491,2024-02-17,12.18,completed,tablet,UK,free
371,491,2024-02-01,28.42,refunded,tablet,UK,free
372,491,2024-01-23,23.74,completed,tablet,UK,free
373,495,2024-02-15,25.77,completed,mobile,US,free
374,495,2024-03-19,19.33,completed,mobile,US,free
375,499,2024-04-16,208.88,completed,mobile,US,pro
376,500,2024-06-18,72.61,completed,desktop,US,starter
377,500,2024-05-19,51.45,completed,desktop,US,starter
378,500,2024-05-08,65.74,refunded,desktop,US,starter
