user_id,variant,assignment_date,converted
850,control,2026-03-07,1
851,control,2026-03-06,0
852,control,2026-03-13,0
853,treatment,2026-03-07,1
854,treatment,2026-03-15,0
855,control,2026-03-03,1
856,control,2026-03-15,0
857,treatment,2026-03-04,0
858,treatment,2026-03-12,0
859,control,2026-03-08,0
860,control,2026-03-09,0
861,control,2026-03-08,0
862,control,2026-03-12,1
863,control,2026-03-05,0
864,control,2026-03-05,0
865,treatment,2026-03-02,1
866,control,2026-03-05,0
867,control,2026-03-06,0
868,control,2026-03-03,0
869,control,2026-03-09,1
870,treatment,2026-03-07,0
871,control,2026-03-04,1
872,control,2026-03-02,0
873,treatment,2026-03-15,0
874,control,2026-03-07,0
875,control,2026-03-15,0
876,treatment,2026-03-04,1
877,control,2026-03-04,1
878,treatment,2026-03-11,0
879,control,2026-03-14,0
880,treatment,2026-03-11,1
881,control,2026-03-04,1
882,control,2026-03-15,0
883,treatment,2026-03-05,0
884,treatment,2026-03-02,0
885,control,2026-03-14,0
886,treatment,2026-03-04,0
887,treatment,2026-03-15,0
888,control,2026-03-15,0
889,control,2026-03-08,0
890,treatment,2026-03-10,0
891,control,2026-03-04,0
892,treatment,2026-03-05,0
893,treatment,2026-03-04,0
894,control,2026-03-15,1
895,control,2026-03-14,1
896,treatment,2026-03-04,0
897,treatment,2026-03-04,1
898,treatment,2026-03-02,1
899,control,2026-03-13,0
900,control,2026-03-02,0
901,treatment,2026-03-06,0
902,control,2026-03-09,0
903,control,2026-03-13,0
904,treatment,2026-03-13,0
905,control,2026-03-04,1
906,treatment,2026-03-14,0
907,control,2026-03-11,0
908,treatment,2026-03-03,0
909,control,2026-03-11,0
910,control,2026-03-13,0
911,treatment,2026-03-06,1
912,treatment,2026-03-13,0
913,control,2026-03-12,0
914,control,2026-03-09,1
915,control,2026-03-09,0
916,control,2026-03-10,0
917,treatment,2026-03-09,0
918,control,2026-03-04,1
919,control,2026-03-10,0
920,control,2026-03-13,0
921,control,2026-03-02,0
922,control,2026-03-04,0
923,control,2026-03-05,1
924,treatment,2026-03-03,1
925,control,2026-03-13,0
926,treatment,2026-03-14,0
927,control,2026-03-03,0
928,control,2026-03-09,0
929,control,2026-03-09,1
930,treatment,2026-03-10,0
931,control,2026-03-05,0
932,control,2026-03-07,0
933,control,2026-03-14,1
934,treatment,2026-03-02,1
935,control,2026-03-03,0
936,treatment,2026-03-09,0
937,control,2026-03-07,0
938,control,2026-03-03,0
939,treatment,2026-03-07,1
940,treatment,2026-03-05,0
941,control,2026-03-06,0
942,treatment,2026-03-05,1
943,control,2026-03-02,1
944,control,2026-03-06,0
945,control,2026-03-06,0
946,control,2026-03-12,0
947,treatment,2026-03-09,1
948,control,2026-03-10,0
949,control,2026-03-05,0
950,treatment,2026-03-05,0
951,treatment,2026-03-07,0
952,treatment,2026-03-02,0
953,control,2026-03-15,0
954,treatment,2026-03-06,0
955,treatment,2026-03-12,0
956,treatment,2026-03-12,1
957,treatment,2026-03-07,1
958,treatment,2026-03-11,0
959,control,2026-03-04,1
960,control,2026-03-08,0
961,treatment,2026-03-09,1
962,control,2026-03-13,0
963,treatment,2026-03-11,1
964,treatment,2026-03-11,1
965,control,2026-03-02,0
966,control,2026-03-10,1
967,treatment,2026-03-15,1
968,control,2026-03-14,1
969,control,2026-03-13,1
970,control,2026-03-12,0
971,treatment,2026-03-11,1
972,control,2026-03-05,0
973,control,2026-03-14,0
974,treatment,2026-03-15,0
975,treatment,2026-03-08,1
976,control,2026-03-08,1
977,control,2026-03-15,1
978,treatment,2026-03-08,1
979,control,2026-03-09,0
980,control,2026-03-04,1
981,treatment,2026-03-15,0
982,treatment,2026-03-03,0
983,control,2026-03-10,0
984,treatment,2026-03-12,1
985,control,2026-03-09,0
986,control,2026-03-14,0
987,treatment,2026-03-14,1
988,treatment,2026-03-14,1
989,treatment,2026-03-11,0
990,treatment,2026-03-02,1
991,treatment,2026-03-14,1
992,control,2026-03-02,1
993,control,2026-03-11,0
994,treatment,2026-03-07,0
995,control,2026-03-02,0
996,treatment,2026-03-09,1
997,control,2026-03-02,0
998,treatment,2026-03-14,0
999,control,2026-03-13,1
1000,treatment,2026-03-03,0
1001,control,2026-03-09,0
