unit_id,platform,week,period,treated,outcome
76,ios,1,pre,1,4.67
77,ios,1,pre,1,3.22
78,ios,1,pre,1,4.61
79,ios,1,pre,1,4.14
80,ios,1,pre,1,4.42
81,ios,1,pre,1,3.06
82,ios,1,pre,1,4.87
83,ios,1,pre,1,4.86
84,ios,1,pre,1,4.43
85,ios,1,pre,1,1.71
86,ios,1,pre,1,4.25
87,ios,1,pre,1,3.79
88,ios,1,pre,1,5.18
89,ios,1,pre,1,2.77
90,ios,1,pre,1,4.7
91,ios,1,pre,1,2.95
92,ios,1,pre,1,4.67
93,ios,1,pre,1,4.75
94,ios,1,pre,1,3.57
95,ios,1,pre,1,4.4
96,ios,1,pre,1,3.67
97,ios,1,pre,1,3.5
98,ios,1,pre,1,3.0
99,ios,1,pre,1,5.97
100,ios,1,pre,1,4.72
101,ios,1,pre,1,3.65
102,ios,1,pre,1,4.45
103,ios,1,pre,1,7.57
104,ios,1,pre,1,4.21
105,ios,1,pre,1,5.58
106,ios,1,pre,1,5.25
107,ios,1,pre,1,5.83
108,ios,1,pre,1,4.37
109,ios,1,pre,1,3.99
110,ios,1,pre,1,5.51
111,ios,1,pre,1,5.31
112,ios,1,pre,1,3.84
113,ios,1,pre,1,2.52
114,ios,1,pre,1,4.48
115,ios,1,pre,1,2.24
116,ios,1,pre,1,2.42
117,ios,1,pre,1,2.86
118,ios,1,pre,1,4.99
119,ios,1,pre,1,3.87
120,ios,1,pre,1,2.16
121,ios,1,pre,1,4.67
122,ios,1,pre,1,5.38
123,ios,1,pre,1,3.52
124,ios,1,pre,1,3.74
125,ios,1,pre,1,4.5
126,ios,1,pre,1,6.93
127,ios,1,pre,1,4.81
128,ios,1,pre,1,5.35
129,ios,1,pre,1,4.72
130,ios,1,pre,1,2.01
131,ios,1,pre,1,4.72
132,ios,1,pre,1,3.88
133,ios,1,pre,1,3.49
134,ios,1,pre,1,3.08
135,ios,1,pre,1,5.41
136,ios,1,pre,1,4.01
137,ios,1,pre,1,5.9
138,ios,1,pre,1,4.06
139,ios,1,pre,1,3.37
140,ios,1,pre,1,2.84
141,ios,1,pre,1,6.6
142,ios,1,pre,1,6.59
143,ios,1,pre,1,6.91
144,ios,1,pre,1,4.19
145,ios,1,pre,1,3.27
146,ios,1,pre,1,2.87
147,ios,1,pre,1,4.43
148,ios,1,pre,1,3.82
149,ios,1,pre,1,4.58
150,ios,1,pre,1,2.91
151,ios,1,pre,1,5.11
152,ios,1,pre,1,4.93
153,ios,1,pre,1,6.75
154,ios,1,pre,1,4.96
155,ios,1,pre,1,3.59
156,ios,1,pre,1,6.9
157,ios,1,pre,1,4.27
158,ios,1,pre,1,4.49
159,ios,1,pre,1,5.62
160,ios,1,pre,1,2.53
161,ios,1,pre,1,6.3
162,ios,1,pre,1,5.18
163,ios,1,pre,1,6.58
164,ios,1,pre,1,5.36
165,ios,1,pre,1,6.33
166,ios,1,pre,1,4.26
167,ios,1,pre,1,3.09
168,ios,1,pre,1,5.35
169,ios,1,pre,1,6.19
170,ios,1,pre,1,4.22
171,ios,1,pre,1,5.44
172,ios,1,pre,1,5.04
173,ios,1,pre,1,5.1
174,ios,1,pre,1,3.46
175,ios,1,pre,1,3.91
176,ios,1,pre,1,3.24
177,ios,1,pre,1,5.4
178,ios,1,pre,1,5.85
179,ios,1,pre,1,2.84
180,ios,1,pre,1,6.26
181,ios,1,pre,1,3.35
182,ios,1,pre,1,3.17
183,ios,1,pre,1,4.07
184,ios,1,pre,1,3.15
185,ios,1,pre,1,3.48
186,ios,1,pre,1,3.55
187,ios,1,pre,1,6.2
188,ios,1,pre,1,5.12
189,ios,1,pre,1,4.8
190,ios,1,pre,1,5.6
191,ios,1,pre,1,3.3
192,ios,1,pre,1,5.48
193,ios,1,pre,1,5.71
194,ios,1,pre,1,4.2
195,ios,1,pre,1,1.25
196,ios,1,pre,1,2.86
197,ios,1,pre,1,5.54
198,ios,1,pre,1,4.62
199,ios,1,pre,1,2.89
200,ios,1,pre,1,3.78
201,ios,1,pre,1,2.65
202,ios,1,pre,1,5.89
203,ios,1,pre,1,5.2
204,ios,1,pre,1,5.58
205,ios,1,pre,1,4.12
206,ios,1,pre,1,3.47
207,ios,1,pre,1,5.84
208,ios,1,pre,1,4.07
209,ios,1,pre,1,3.42
210,ios,1,pre,1,2.94
211,ios,1,pre,1,4.94
212,ios,1,pre,1,5.32
213,ios,1,pre,1,5.63
214,ios,1,pre,1,2.61
215,ios,1,pre,1,2.39
216,ios,1,pre,1,5.05
217,ios,1,pre,1,3.05
218,ios,1,pre,1,5.54
219,ios,1,pre,1,4.25
220,ios,1,pre,1,3.71
221,ios,1,pre,1,3.98
222,ios,1,pre,1,5.62
223,ios,1,pre,1,3.15
224,ios,1,pre,1,3.89
225,ios,1,pre,1,5.77
226,ios,1,pre,1,5.04
227,ios,1,pre,1,5.81
228,ios,1,pre,1,5.12
229,ios,1,pre,1,5.71
230,ios,1,pre,1,5.77
231,ios,1,pre,1,5.25
232,ios,1,pre,1,5.51
233,ios,1,pre,1,4.42
234,ios,1,pre,1,7.13
235,ios,1,pre,1,5.33
236,ios,1,pre,1,4.15
237,ios,1,pre,1,2.87
238,ios,1,pre,1,4.02
239,ios,1,pre,1,4.42
240,ios,1,pre,1,5.72
241,ios,1,pre,1,4.81
242,ios,1,pre,1,5.7
243,ios,1,pre,1,4.24
244,ios,1,pre,1,4.69
245,ios,1,pre,1,4.0
246,ios,1,pre,1,6.71
247,ios,1,pre,1,3.32
248,ios,1,pre,1,3.47
249,ios,1,pre,1,3.32
250,ios,1,pre,1,5.54
251,ios,1,pre,1,3.93
252,ios,1,pre,1,5.19
253,ios,1,pre,1,5.13
254,ios,1,pre,1,3.48
255,ios,1,pre,1,4.59
256,ios,1,pre,1,2.77
257,ios,1,pre,1,2.65
258,ios,1,pre,1,2.04
259,ios,1,pre,1,4.67
260,ios,1,pre,1,5.69
261,ios,1,pre,1,5.27
262,ios,1,pre,1,4.19
263,ios,1,pre,1,3.54
264,ios,1,pre,1,3.26
265,ios,1,pre,1,4.58
266,ios,1,pre,1,5.46
267,ios,1,pre,1,4.71
268,ios,1,pre,1,5.13
269,ios,1,pre,1,6.97
270,ios,1,pre,1,4.51
271,ios,1,pre,1,3.56
272,ios,1,pre,1,3.49
273,ios,1,pre,1,6.59
274,ios,1,pre,1,4.03
275,ios,1,pre,1,3.97
276,ios,1,pre,1,4.35
277,ios,1,pre,1,2.64
278,ios,1,pre,1,5.18
279,ios,1,pre,1,2.92
280,ios,1,pre,1,4.62
281,ios,1,pre,1,3.82
282,ios,1,pre,1,6.52
283,ios,1,pre,1,4.61
284,ios,1,pre,1,4.41
285,ios,1,pre,1,6.24
286,ios,1,pre,1,5.92
287,ios,1,pre,1,5.35
288,ios,1,pre,1,3.89
289,ios,1,pre,1,5.17
290,ios,1,pre,1,3.09
291,ios,1,pre,1,3.48
292,ios,1,pre,1,2.51
293,ios,1,pre,1,3.94
294,ios,1,pre,1,6.0
295,ios,1,pre,1,5.86
296,ios,1,pre,1,6.31
297,ios,1,pre,1,2.98
298,ios,1,pre,1,4.52
299,ios,1,pre,1,4.81
300,ios,1,pre,1,3.95
301,ios,1,pre,1,5.67
302,ios,1,pre,1,3.17
303,ios,1,pre,1,3.81
304,ios,1,pre,1,5.0
305,ios,1,pre,1,3.67
306,ios,1,pre,1,5.57
307,ios,1,pre,1,4.43
308,ios,1,pre,1,3.58
309,ios,1,pre,1,2.72
310,ios,1,pre,1,4.18
311,ios,1,pre,1,4.58
312,ios,1,pre,1,5.2
313,ios,1,pre,1,3.87
314,ios,1,pre,1,1.98
315,ios,1,pre,1,4.93
316,ios,1,pre,1,3.31
317,ios,1,pre,1,7.81
318,ios,1,pre,1,4.63
319,ios,1,pre,1,3.59
320,ios,1,pre,1,4.69
321,ios,1,pre,1,5.13
322,ios,1,pre,1,4.93
323,ios,1,pre,1,5.26
324,ios,1,pre,1,5.29
325,ios,1,pre,1,3.75
326,ios,1,pre,1,6.09
327,ios,1,pre,1,3.99
328,ios,1,pre,1,5.42
329,ios,1,pre,1,5.26
330,ios,1,pre,1,4.31
331,ios,1,pre,1,6.25
332,ios,1,pre,1,3.61
333,ios,1,pre,1,4.96
334,ios,1,pre,1,5.11
335,ios,1,pre,1,5.93
336,ios,1,pre,1,4.28
337,ios,1,pre,1,5.11
338,ios,1,pre,1,3.78
339,ios,1,pre,1,5.08
340,ios,1,pre,1,4.17
341,ios,1,pre,1,5.05
342,ios,1,pre,1,2.52
343,ios,1,pre,1,3.97
344,ios,1,pre,1,5.86
345,ios,1,pre,1,4.8
346,ios,1,pre,1,3.47
347,ios,1,pre,1,5.16
348,ios,1,pre,1,3.77
349,ios,1,pre,1,3.92
350,ios,1,pre,1,6.44
351,ios,1,pre,1,2.42
352,ios,1,pre,1,5.05
353,ios,1,pre,1,5.22
354,ios,1,pre,1,5.26
355,ios,1,pre,1,4.7
356,ios,1,pre,1,4.45
357,ios,1,pre,1,4.39
358,ios,1,pre,1,5.3
359,ios,1,pre,1,2.72
360,ios,1,pre,1,3.98
361,ios,1,pre,1,4.86
362,ios,1,pre,1,3.27
363,ios,1,pre,1,4.16
364,ios,1,pre,1,4.02
365,ios,1,pre,1,3.87
366,ios,1,pre,1,4.09
367,ios,1,pre,1,4.48
368,ios,1,pre,1,3.12
369,ios,1,pre,1,4.59
370,ios,1,pre,1,6.07
371,ios,1,pre,1,2.34
372,ios,1,pre,1,4.71
373,ios,1,pre,1,4.43
374,ios,1,pre,1,5.27
375,ios,1,pre,1,2.8
376,ios,1,pre,1,4.22
377,ios,1,pre,1,6.63
378,ios,1,pre,1,2.96
379,ios,1,pre,1,4.31
380,ios,1,pre,1,5.61
381,ios,1,pre,1,3.76
382,ios,1,pre,1,3.94
383,ios,1,pre,1,5.87
384,ios,1,pre,1,5.36
385,ios,1,pre,1,3.05
386,ios,1,pre,1,2.63
387,ios,1,pre,1,4.5
388,ios,1,pre,1,4.02
389,ios,1,pre,1,3.75
390,ios,1,pre,1,4.5
391,ios,1,pre,1,4.69
392,ios,1,pre,1,4.12
393,ios,1,pre,1,4.24
394,ios,1,pre,1,5.19
395,ios,1,pre,1,3.42
396,ios,1,pre,1,5.85
397,ios,1,pre,1,5.07
398,ios,1,pre,1,3.82
399,ios,1,pre,1,3.57
400,ios,1,pre,1,4.33
401,ios,1,pre,1,5.56
402,ios,1,pre,1,7.29
403,ios,1,pre,1,3.99
404,ios,1,pre,1,5.23
405,ios,1,pre,1,4.73
406,ios,1,pre,1,5.48
407,ios,1,pre,1,3.38
408,ios,1,pre,1,2.24
409,ios,1,pre,1,3.41
410,ios,1,pre,1,3.9
411,ios,1,pre,1,3.47
412,ios,1,pre,1,4.1
413,ios,1,pre,1,4.55
414,ios,1,pre,1,2.7
415,ios,1,pre,1,4.57
416,ios,1,pre,1,5.19
417,ios,1,pre,1,4.8
418,ios,1,pre,1,3.57
419,ios,1,pre,1,4.67
420,ios,1,pre,1,3.79
421,ios,1,pre,1,2.85
422,ios,1,pre,1,5.43
423,ios,1,pre,1,4.06
424,ios,1,pre,1,4.12
425,ios,1,pre,1,3.1
426,ios,1,pre,1,4.98
427,ios,1,pre,1,2.62
428,ios,1,pre,1,3.03
429,ios,1,pre,1,4.07
430,ios,1,pre,1,3.1
431,ios,1,pre,1,4.98
432,ios,1,pre,1,3.52
433,ios,1,pre,1,6.42
434,ios,1,pre,1,6.67
435,ios,1,pre,1,3.98
436,ios,1,pre,1,4.67
437,ios,1,pre,1,2.9
438,ios,1,pre,1,4.21
439,ios,1,pre,1,5.01
440,ios,1,pre,1,4.25
441,ios,1,pre,1,1.61
442,ios,1,pre,1,5.72
443,ios,1,pre,1,4.18
444,ios,1,pre,1,4.58
445,ios,1,pre,1,4.22
446,ios,1,pre,1,7.94
447,ios,1,pre,1,3.18
448,ios,1,pre,1,5.39
449,ios,1,pre,1,3.28
450,ios,1,pre,1,3.16
451,ios,1,pre,1,4.99
452,ios,1,pre,1,6.2
453,ios,1,pre,1,4.85
454,ios,1,pre,1,5.26
455,ios,1,pre,1,5.11
456,ios,1,pre,1,3.05
457,ios,1,pre,1,2.15
458,ios,1,pre,1,1.14
459,ios,1,pre,1,4.06
460,ios,1,pre,1,4.4
461,ios,1,pre,1,1.37
462,ios,1,pre,1,5.41
463,ios,1,pre,1,2.98
464,ios,1,pre,1,6.49
465,ios,1,pre,1,5.43
466,ios,1,pre,1,3.87
467,ios,1,pre,1,3.26
468,ios,1,pre,1,3.8
469,ios,1,pre,1,4.2
470,ios,1,pre,1,5.64
471,ios,1,pre,1,3.79
472,ios,1,pre,1,4.64
473,ios,1,pre,1,4.14
474,ios,1,pre,1,2.37
475,ios,1,pre,1,4.18
476,ios,1,pre,1,5.53
477,ios,1,pre,1,6.14
478,ios,1,pre,1,4.92
479,ios,1,pre,1,4.74
480,ios,1,pre,1,4.39
481,ios,1,pre,1,2.19
482,ios,1,pre,1,4.0
483,ios,1,pre,1,2.08
484,ios,1,pre,1,4.71
485,ios,1,pre,1,4.38
486,ios,1,pre,1,4.78
487,ios,1,pre,1,5.5
488,ios,1,pre,1,4.56
489,ios,1,pre,1,3.28
490,ios,1,pre,1,5.01
491,ios,1,pre,1,2.67
492,ios,1,pre,1,7.87
493,ios,1,pre,1,3.85
494,ios,1,pre,1,5.92
495,ios,1,pre,1,7.56
496,ios,1,pre,1,2.25
497,ios,1,pre,1,6.33
498,ios,1,pre,1,5.07
499,ios,1,pre,1,4.84
500,ios,1,pre,1,3.41
1,ios,2,pre,1,4.62
2,ios,2,pre,1,2.33
3,ios,2,pre,1,7.0
4,ios,2,pre,1,3.68
5,ios,2,pre,1,6.51
6,ios,2,pre,1,5.38
7,ios,2,pre,1,5.17
8,ios,2,pre,1,3.51
9,ios,2,pre,1,5.01
10,ios,2,pre,1,5.69
11,ios,2,pre,1,4.03
12,ios,2,pre,1,5.82
13,ios,2,pre,1,5.28
14,ios,2,pre,1,3.61
15,ios,2,pre,1,5.09
16,ios,2,pre,1,4.5
17,ios,2,pre,1,5.73
18,ios,2,pre,1,4.49
19,ios,2,pre,1,3.73
20,ios,2,pre,1,3.43
21,ios,2,pre,1,5.17
22,ios,2,pre,1,3.38
23,ios,2,pre,1,4.54
24,ios,2,pre,1,5.63
25,ios,2,pre,1,7.49
26,ios,2,pre,1,5.47
27,ios,2,pre,1,4.33
28,ios,2,pre,1,4.93
29,ios,2,pre,1,4.59
30,ios,2,pre,1,4.78
31,ios,2,pre,1,4.85
32,ios,2,pre,1,5.69
33,ios,2,pre,1,5.5
34,ios,2,pre,1,4.98
35,ios,2,pre,1,4.87
36,ios,2,pre,1,2.84
37,ios,2,pre,1,6.35
38,ios,2,pre,1,5.51
39,ios,2,pre,1,4.93
40,ios,2,pre,1,3.27
41,ios,2,pre,1,5.35
42,ios,2,pre,1,5.78
43,ios,2,pre,1,4.82
44,ios,2,pre,1,3.67
45,ios,2,pre,1,5.34
46,ios,2,pre,1,4.53
47,ios,2,pre,1,5.01
48,ios,2,pre,1,6.46
49,ios,2,pre,1,4.5
50,ios,2,pre,1,4.06
51,ios,2,pre,1,5.44
52,ios,2,pre,1,3.71
53,ios,2,pre,1,5.48
54,ios,2,pre,1,7.17
55,ios,2,pre,1,3.62
56,ios,2,pre,1,5.22
57,ios,2,pre,1,3.34
58,ios,2,pre,1,4.49
59,ios,2,pre,1,4.17
60,ios,2,pre,1,5.37
61,ios,2,pre,1,5.07
62,ios,2,pre,1,6.39
63,ios,2,pre,1,5.09
64,ios,2,pre,1,3.61
65,ios,2,pre,1,4.11
66,ios,2,pre,1,4.34
67,ios,2,pre,1,4.34
68,ios,2,pre,1,7.41
69,ios,2,pre,1,4.74
70,ios,2,pre,1,6.66
71,ios,2,pre,1,7.29
72,ios,2,pre,1,4.99
73,ios,2,pre,1,5.61
74,ios,2,pre,1,5.96
75,ios,2,pre,1,4.97
76,ios,2,pre,1,5.49
77,ios,2,pre,1,5.01
78,ios,2,pre,1,4.19
79,ios,2,pre,1,4.88
80,ios,2,pre,1,4.93
81,ios,2,pre,1,4.53
82,ios,2,pre,1,3.83
83,ios,2,pre,1,5.77
84,ios,2,pre,1,5.14
85,ios,2,pre,1,5.6
86,ios,2,pre,1,5.38
87,ios,2,pre,1,6.27
88,ios,2,pre,1,5.05
89,ios,2,pre,1,5.73
90,ios,2,pre,1,5.55
91,ios,2,pre,1,4.96
92,ios,2,pre,1,4.44
93,ios,2,pre,1,5.3
94,ios,2,pre,1,5.04
95,ios,2,pre,1,6.44
96,ios,2,pre,1,6.27
97,ios,2,pre,1,6.5
98,ios,2,pre,1,6.45
99,ios,2,pre,1,5.92
100,ios,2,pre,1,5.2
101,ios,2,pre,1,3.51
102,ios,2,pre,1,4.25
103,ios,2,pre,1,5.98
104,ios,2,pre,1,5.51
105,ios,2,pre,1,4.92
106,ios,2,pre,1,5.56
107,ios,2,pre,1,7.18
108,ios,2,pre,1,4.14
109,ios,2,pre,1,3.95
110,ios,2,pre,1,5.4
111,ios,2,pre,1,6.04
112,ios,2,pre,1,5.3
113,ios,2,pre,1,3.21
114,ios,2,pre,1,4.61
115,ios,2,pre,1,3.03
116,ios,2,pre,1,4.61
117,ios,2,pre,1,4.55
118,ios,2,pre,1,4.29
119,ios,2,pre,1,5.88
120,ios,2,pre,1,3.5
121,ios,2,pre,1,3.02
122,ios,2,pre,1,4.91
123,ios,2,pre,1,4.58
124,ios,2,pre,1,7.08
125,ios,2,pre,1,5.77
126,ios,2,pre,1,3.71
127,ios,2,pre,1,4.45
128,ios,2,pre,1,3.09
129,ios,2,pre,1,3.42
130,ios,2,pre,1,3.2
131,ios,2,pre,1,5.75
132,ios,2,pre,1,5.06
133,ios,2,pre,1,5.35
134,ios,2,pre,1,2.63
135,ios,2,pre,1,3.13
136,ios,2,pre,1,3.7
137,ios,2,pre,1,4.48
138,ios,2,pre,1,4.36
139,ios,2,pre,1,2.91
140,ios,2,pre,1,6.73
141,ios,2,pre,1,6.49
142,ios,2,pre,1,5.7
143,ios,2,pre,1,4.92
144,ios,2,pre,1,5.43
145,ios,2,pre,1,6.44
146,ios,2,pre,1,3.33
147,ios,2,pre,1,6.42
148,ios,2,pre,1,5.86
149,ios,2,pre,1,5.28
150,ios,2,pre,1,4.48
151,ios,2,pre,1,4.66
152,ios,2,pre,1,2.9
153,ios,2,pre,1,6.06
154,ios,2,pre,1,3.55
155,ios,2,pre,1,2.96
156,ios,2,pre,1,5.65
157,ios,2,pre,1,5.59
158,ios,2,pre,1,5.0
159,ios,2,pre,1,7.21
160,ios,2,pre,1,6.51
161,ios,2,pre,1,4.09
162,ios,2,pre,1,6.15
163,ios,2,pre,1,5.9
164,ios,2,pre,1,5.22
165,ios,2,pre,1,5.22
166,ios,2,pre,1,5.35
167,ios,2,pre,1,4.92
168,ios,2,pre,1,4.68
169,ios,2,pre,1,4.95
170,ios,2,pre,1,5.38
171,ios,2,pre,1,5.41
172,ios,2,pre,1,4.2
173,ios,2,pre,1,5.43
174,ios,2,pre,1,5.86
175,ios,2,pre,1,2.94
176,ios,2,pre,1,4.35
177,ios,2,pre,1,4.65
178,ios,2,pre,1,3.19
179,ios,2,pre,1,0.66
180,ios,2,pre,1,6.04
181,ios,2,pre,1,4.74
182,ios,2,pre,1,5.37
183,ios,2,pre,1,5.49
184,ios,2,pre,1,4.22
185,ios,2,pre,1,5.95
186,ios,2,pre,1,6.08
187,ios,2,pre,1,5.79
188,ios,2,pre,1,5.21
189,ios,2,pre,1,6.03
190,ios,2,pre,1,5.64
191,ios,2,pre,1,5.75
192,ios,2,pre,1,6.37
193,ios,2,pre,1,5.12
194,ios,2,pre,1,3.72
195,ios,2,pre,1,3.74
196,ios,2,pre,1,3.46
197,ios,2,pre,1,4.96
198,ios,2,pre,1,5.01
199,ios,2,pre,1,6.12
200,ios,2,pre,1,5.64
201,ios,2,pre,1,5.18
202,ios,2,pre,1,4.36
203,ios,2,pre,1,6.13
204,ios,2,pre,1,5.87
205,ios,2,pre,1,5.33
206,ios,2,pre,1,5.25
207,ios,2,pre,1,5.34
208,ios,2,pre,1,3.79
209,ios,2,pre,1,5.97
210,ios,2,pre,1,6.43
211,ios,2,pre,1,6.12
212,ios,2,pre,1,4.65
213,ios,2,pre,1,6.35
214,ios,2,pre,1,3.29
215,ios,2,pre,1,3.0
216,ios,2,pre,1,5.58
217,ios,2,pre,1,3.94
218,ios,2,pre,1,5.74
219,ios,2,pre,1,5.17
220,ios,2,pre,1,5.57
221,ios,2,pre,1,5.92
222,ios,2,pre,1,3.22
223,ios,2,pre,1,4.54
224,ios,2,pre,1,4.34
225,ios,2,pre,1,6.25
226,ios,2,pre,1,4.77
227,ios,2,pre,1,5.66
228,ios,2,pre,1,7.37
229,ios,2,pre,1,5.01
230,ios,2,pre,1,5.48
231,ios,2,pre,1,6.99
232,ios,2,pre,1,5.52
233,ios,2,pre,1,4.2
234,ios,2,pre,1,6.07
235,ios,2,pre,1,3.82
236,ios,2,pre,1,4.81
237,ios,2,pre,1,3.16
238,ios,2,pre,1,4.46
239,ios,2,pre,1,4.53
240,ios,2,pre,1,4.91
241,ios,2,pre,1,3.82
242,ios,2,pre,1,5.92
243,ios,2,pre,1,3.69
244,ios,2,pre,1,4.47
245,ios,2,pre,1,4.16
246,ios,2,pre,1,4.83
247,ios,2,pre,1,5.38
248,ios,2,pre,1,4.13
249,ios,2,pre,1,4.18
250,ios,2,pre,1,5.58
251,ios,2,pre,1,4.88
252,ios,2,pre,1,4.85
253,ios,2,pre,1,6.15
254,ios,2,pre,1,3.84
255,ios,2,pre,1,6.25
256,ios,2,pre,1,6.56
257,ios,2,pre,1,5.12
258,ios,2,pre,1,4.48
259,ios,2,pre,1,5.16
260,ios,2,pre,1,6.39
261,ios,2,pre,1,5.17
262,ios,2,pre,1,5.02
263,ios,2,pre,1,4.7
264,ios,2,pre,1,4.09
265,ios,2,pre,1,6.1
266,ios,2,pre,1,4.72
267,ios,2,pre,1,6.2
268,ios,2,pre,1,3.78
269,ios,2,pre,1,6.03
270,ios,2,pre,1,5.4
271,ios,2,pre,1,3.52
272,ios,2,pre,1,3.56
273,ios,2,pre,1,5.46
274,ios,2,pre,1,5.84
275,ios,2,pre,1,6.3
276,ios,2,pre,1,4.05
277,ios,2,pre,1,5.77
278,ios,2,pre,1,7.74
279,ios,2,pre,1,6.0
280,ios,2,pre,1,4.71
281,ios,2,pre,1,4.56
282,ios,2,pre,1,5.31
283,ios,2,pre,1,5.89
284,ios,2,pre,1,4.53
285,ios,2,pre,1,3.74
286,ios,2,pre,1,6.35
287,ios,2,pre,1,6.79
288,ios,2,pre,1,5.24
289,ios,2,pre,1,4.91
290,ios,2,pre,1,3.87
291,ios,2,pre,1,5.84
292,ios,2,pre,1,5.56
293,ios,2,pre,1,4.13
294,ios,2,pre,1,6.73
295,ios,2,pre,1,5.23
296,ios,2,pre,1,5.88
297,ios,2,pre,1,4.93
298,ios,2,pre,1,5.33
299,ios,2,pre,1,5.65
300,ios,2,pre,1,5.23
301,ios,2,pre,1,4.57
302,ios,2,pre,1,2.5
303,ios,2,pre,1,3.73
304,ios,2,pre,1,3.32
305,ios,2,pre,1,5.39
306,ios,2,pre,1,4.83
307,ios,2,pre,1,2.12
308,ios,2,pre,1,4.69
309,ios,2,pre,1,4.2
310,ios,2,pre,1,4.18
311,ios,2,pre,1,3.87
312,ios,2,pre,1,4.79
313,ios,2,pre,1,6.13
314,ios,2,pre,1,6.31
315,ios,2,pre,1,4.98
316,ios,2,pre,1,4.12
317,ios,2,pre,1,4.81
318,ios,2,pre,1,5.83
319,ios,2,pre,1,6.32
320,ios,2,pre,1,5.45
321,ios,2,pre,1,3.18
322,ios,2,pre,1,4.66
323,ios,2,pre,1,5.37
324,ios,2,pre,1,5.54
325,ios,2,pre,1,4.91
326,ios,2,pre,1,5.79
327,ios,2,pre,1,4.14
328,ios,2,pre,1,4.96
329,ios,2,pre,1,7.37
330,ios,2,pre,1,6.08
331,ios,2,pre,1,6.52
332,ios,2,pre,1,4.36
333,ios,2,pre,1,5.16
334,ios,2,pre,1,7.27
335,ios,2,pre,1,3.85
336,ios,2,pre,1,6.19
337,ios,2,pre,1,3.61
338,ios,2,pre,1,6.62
339,ios,2,pre,1,6.78
340,ios,2,pre,1,4.17
341,ios,2,pre,1,5.36
342,ios,2,pre,1,2.35
343,ios,2,pre,1,5.32
344,ios,2,pre,1,4.38
345,ios,2,pre,1,6.65
346,ios,2,pre,1,2.88
347,ios,2,pre,1,4.27
348,ios,2,pre,1,4.67
349,ios,2,pre,1,5.09
350,ios,2,pre,1,4.17
351,ios,2,pre,1,4.47
352,ios,2,pre,1,4.79
353,ios,2,pre,1,4.62
354,ios,2,pre,1,6.91
355,ios,2,pre,1,5.51
356,ios,2,pre,1,5.25
357,ios,2,pre,1,3.46
358,ios,2,pre,1,5.31
359,ios,2,pre,1,4.87
360,ios,2,pre,1,5.39
361,ios,2,pre,1,6.82
362,ios,2,pre,1,5.63
363,ios,2,pre,1,5.77
364,ios,2,pre,1,6.41
365,ios,2,pre,1,5.57
366,ios,2,pre,1,4.3
367,ios,2,pre,1,5.54
368,ios,2,pre,1,6.63
369,ios,2,pre,1,6.42
370,ios,2,pre,1,3.64
371,ios,2,pre,1,5.13
372,ios,2,pre,1,5.39
