user_id,variant,assignment_date,converted
146,treatment,2026-03-05,0
147,control,2026-03-15,0
148,control,2026-03-04,0
149,treatment,2026-03-05,1
150,control,2026-03-08,1
151,treatment,2026-03-06,1
152,treatment,2026-03-03,1
153,treatment,2026-03-10,0
154,treatment,2026-03-09,0
155,treatment,2026-03-09,0
156,control,2026-03-15,0
157,treatment,2026-03-15,0
158,treatment,2026-03-02,1
159,control,2026-03-02,0
160,control,2026-03-13,0
161,control,2026-03-06,0
162,control,2026-03-05,0
163,control,2026-03-05,1
164,treatment,2026-03-13,0
165,treatment,2026-03-14,0
166,control,2026-03-10,0
167,treatment,2026-03-06,0
168,treatment,2026-03-12,0
169,treatment,2026-03-05,1
170,treatment,2026-03-02,0
171,control,2026-03-12,1
172,treatment,2026-03-15,1
173,treatment,2026-03-03,1
174,treatment,2026-03-13,0
175,treatment,2026-03-07,0
176,control,2026-03-10,0
177,treatment,2026-03-11,1
178,control,2026-03-05,1
179,control,2026-03-09,0
180,control,2026-03-15,0
181,treatment,2026-03-15,1
182,treatment,2026-03-11,0
183,treatment,2026-03-08,0
184,treatment,2026-03-12,0
185,treatment,2026-03-14,0
186,treatment,2026-03-09,1
187,treatment,2026-03-04,1
188,treatment,2026-03-11,1
189,treatment,2026-03-04,1
190,control,2026-03-12,0
191,control,2026-03-05,1
192,treatment,2026-03-09,1
193,treatment,2026-03-08,0
194,control,2026-03-15,0
195,treatment,2026-03-04,0
196,control,2026-03-10,1
197,control,2026-03-08,0
198,treatment,2026-03-09,1
199,control,2026-03-02,0
200,control,2026-03-15,0
201,treatment,2026-03-07,1
202,treatment,2026-03-11,1
203,control,2026-03-13,0
204,control,2026-03-07,1
205,treatment,2026-03-12,0
206,control,2026-03-07,0
207,treatment,2026-03-04,0
208,treatment,2026-03-12,1
209,treatment,2026-03-07,0
210,control,2026-03-07,1
211,treatment,2026-03-03,0
212,control,2026-03-09,1
213,control,2026-03-14,1
214,control,2026-03-13,1
215,control,2026-03-10,0
216,treatment,2026-03-02,1
217,control,2026-03-15,0
218,control,2026-03-12,1
219,treatment,2026-03-02,0
220,control,2026-03-02,1
221,treatment,2026-03-02,0
222,treatment,2026-03-14,0
223,treatment,2026-03-12,1
224,control,2026-03-15,0
225,treatment,2026-03-09,0
226,treatment,2026-03-08,1
227,treatment,2026-03-12,1
228,control,2026-03-02,0
229,treatment,2026-03-07,1
230,control,2026-03-14,0
231,control,2026-03-08,1
232,control,2026-03-12,0
233,control,2026-03-05,0
234,treatment,2026-03-09,0
235,treatment,2026-03-03,1
236,treatment,2026-03-07,0
237,treatment,2026-03-02,0
238,treatment,2026-03-12,1
239,control,2026-03-11,0
240,control,2026-03-10,0
241,control,2026-03-05,0
242,control,2026-03-15,1
243,control,2026-03-03,1
244,treatment,2026-03-08,0
245,treatment,2026-03-09,0
246,control,2026-03-10,1
247,treatment,2026-03-06,1
248,control,2026-03-10,0
249,treatment,2026-03-15,0
250,control,2026-03-14,0
251,control,2026-03-08,0
252,control,2026-03-05,0
253,treatment,2026-03-15,0
254,control,2026-03-09,1
255,control,2026-03-13,1
256,control,2026-03-14,0
257,control,2026-03-03,1
258,treatment,2026-03-10,0
259,control,2026-03-12,0
260,control,2026-03-10,1
261,treatment,2026-03-11,1
262,treatment,2026-03-14,1
263,control,2026-03-11,0
264,control,2026-03-11,0
265,treatment,2026-03-11,0
266,control,2026-03-09,0
267,treatment,2026-03-13,0
268,treatment,2026-03-12,1
269,control,2026-03-02,0
270,treatment,2026-03-10,1
271,control,2026-03-14,1
272,treatment,2026-03-14,1
273,treatment,2026-03-15,1
274,treatment,2026-03-03,1
275,treatment,2026-03-14,0
276,treatment,2026-03-13,0
277,control,2026-03-05,1
278,control,2026-03-14,0
279,treatment,2026-03-15,0
280,treatment,2026-03-03,0
281,control,2026-03-10,0
282,treatment,2026-03-12,0
283,treatment,2026-03-06,0
284,control,2026-03-04,0
285,treatment,2026-03-11,0
286,control,2026-03-14,0
287,treatment,2026-03-08,1
288,treatment,2026-03-10,0
289,control,2026-03-02,0
290,control,2026-03-06,0
291,control,2026-03-07,0
292,treatment,2026-03-11,0
293,treatment,2026-03-14,0
294,control,2026-03-02,0
295,control,2026-03-09,0
296,treatment,2026-03-08,0
297,treatment,2026-03-04,0
298,treatment,2026-03-05,0
299,treatment,2026-03-10,0
300,control,2026-03-02,0
301,control,2026-03-09,0
302,treatment,2026-03-04,0
303,treatment,2026-03-14,0
304,control,2026-03-13,1
305,treatment,2026-03-04,0
306,control,2026-03-02,0
307,control,2026-03-02,0
308,treatment,2026-03-06,1
309,treatment,2026-03-14,0
310,control,2026-03-06,0
311,treatment,2026-03-13,0
312,control,2026-03-05,0
313,treatment,2026-03-03,0
314,treatment,2026-03-05,0
315,treatment,2026-03-08,0
316,treatment,2026-03-15,0
317,treatment,2026-03-08,1
318,control,2026-03-10,0
319,treatment,2026-03-04,1
320,treatment,2026-03-07,1
321,treatment,2026-03-09,0
322,control,2026-03-02,1
323,control,2026-03-13,0
324,control,2026-03-10,1
325,treatment,2026-03-02,0
326,treatment,2026-03-10,0
327,treatment,2026-03-09,1
328,control,2026-03-02,0
329,treatment,2026-03-04,0
330,control,2026-03-10,1
331,control,2026-03-13,1
332,treatment,2026-03-13,0
333,treatment,2026-03-14,0
334,control,2026-03-15,1
335,treatment,2026-03-03,0
336,treatment,2026-03-15,0
337,treatment,2026-03-09,0
338,treatment,2026-03-06,1
339,control,2026-03-12,1
340,control,2026-03-03,1
341,control,2026-03-12,1
342,control,2026-03-08,1
343,control,2026-03-15,1
344,control,2026-03-11,0
345,control,2026-03-06,1
346,treatment,2026-03-04,0
347,control,2026-03-10,0
348,control,2026-03-10,0
349,treatment,2026-03-11,0
350,treatment,2026-03-10,0
351,control,2026-03-09,1
352,control,2026-03-07,1
353,control,2026-03-06,1
354,control,2026-03-05,0
355,control,2026-03-14,0
356,control,2026-03-02,1
357,control,2026-03-13,0
358,treatment,2026-03-09,1
359,treatment,2026-03-04,0
360,control,2026-03-14,1
361,treatment,2026-03-14,1
362,treatment,2026-03-04,1
363,control,2026-03-12,0
364,treatment,2026-03-09,1
365,treatment,2026-03-05,0
366,treatment,2026-03-04,0
367,control,2026-03-12,1
368,treatment,2026-03-14,0
369,control,2026-03-07,1
370,control,2026-03-12,0
371,treatment,2026-03-07,0
372,treatment,2026-03-12,0
373,control,2026-03-11,0
374,control,2026-03-08,0
375,control,2026-03-05,0
376,control,2026-03-08,1
377,treatment,2026-03-12,0
378,treatment,2026-03-10,0
379,control,2026-03-02,1
380,control,2026-03-09,0
381,treatment,2026-03-12,1
382,treatment,2026-03-04,0
383,treatment,2026-03-09,0
384,control,2026-03-13,1
385,control,2026-03-05,0
386,control,2026-03-09,0
387,treatment,2026-03-04,0
388,treatment,2026-03-07,0
389,treatment,2026-03-09,1
390,treatment,2026-03-03,0
391,control,2026-03-15,0
392,control,2026-03-02,1
393,treatment,2026-03-06,0
394,treatment,2026-03-13,1
395,treatment,2026-03-08,0
396,treatment,2026-03-02,0
397,control,2026-03-06,0
398,control,2026-03-11,0
399,treatment,2026-03-12,0
400,control,2026-03-08,0
401,control,2026-03-05,1
402,control,2026-03-13,0
403,treatment,2026-03-12,0
404,treatment,2026-03-13,0
405,treatment,2026-03-09,1
406,treatment,2026-03-06,0
407,control,2026-03-10,1
408,treatment,2026-03-03,0
409,control,2026-03-09,0
410,control,2026-03-14,1
411,treatment,2026-03-02,0
412,treatment,2026-03-13,0
413,treatment,2026-03-05,0
414,treatment,2026-03-12,0
415,control,2026-03-02,0
416,treatment,2026-03-14,0
417,treatment,2026-03-05,1
418,treatment,2026-03-09,0
419,treatment,2026-03-11,0
420,control,2026-03-10,0
421,treatment,2026-03-13,0
422,treatment,2026-03-02,0
423,control,2026-03-05,1
424,treatment,2026-03-15,1
425,control,2026-03-11,1
426,control,2026-03-04,0
427,treatment,2026-03-11,0
428,control,2026-03-11,1
429,control,2026-03-11,0
430,treatment,2026-03-02,0
431,control,2026-03-04,0
432,treatment,2026-03-03,1
433,control,2026-03-03,1
434,control,2026-03-10,1
435,control,2026-03-06,0
436,treatment,2026-03-14,0
437,treatment,2026-03-07,0
438,control,2026-03-11,0
439,control,2026-03-11,0
440,treatment,2026-03-07,0
441,treatment,2026-03-14,0
442,treatment,2026-03-04,1
443,treatment,2026-03-05,0
444,control,2026-03-14,1
445,treatment,2026-03-13,1
446,control,2026-03-07,0
447,treatment,2026-03-05,0
448,treatment,2026-03-14,1
449,control,2026-03-13,0
450,treatment,2026-03-07,0
451,treatment,2026-03-07,1
452,control,2026-03-15,0
453,treatment,2026-03-08,0
454,control,2026-03-02,0
455,control,2026-03-11,0
456,control,2026-03-07,1
457,control,2026-03-10,1
458,treatment,2026-03-07,0
459,treatment,2026-03-08,0
460,treatment,2026-03-08,0
461,treatment,2026-03-11,1
462,treatment,2026-03-03,0
463,treatment,2026-03-14,0
464,treatment,2026-03-12,0
465,control,2026-03-15,1
466,control,2026-03-03,0
467,control,2026-03-04,0
468,control,2026-03-04,0
469,control,2026-03-10,0
470,control,2026-03-15,0
471,control,2026-03-04,0
472,treatment,2026-03-12,0
473,treatment,2026-03-03,1
474,control,2026-03-02,0
475,control,2026-03-10,1
476,control,2026-03-05,1
477,treatment,2026-03-12,0
478,treatment,2026-03-03,0
479,control,2026-03-13,0
480,treatment,2026-03-05,0
481,treatment,2026-03-02,0
482,treatment,2026-03-11,0
483,control,2026-03-02,0
484,treatment,2026-03-11,1
485,treatment,2026-03-12,1
486,control,2026-03-02,1
487,control,2026-03-04,0
488,control,2026-03-04,0
489,treatment,2026-03-13,1
490,treatment,2026-03-10,0
491,treatment,2026-03-11,0
492,treatment,2026-03-10,0
493,treatment,2026-03-10,1
494,control,2026-03-02,1
495,treatment,2026-03-03,0
496,control,2026-03-03,1
497,treatment,2026-03-07,1
498,treatment,2026-03-12,0
499,control,2026-03-15,1
500,control,2026-03-04,1
501,control,2026-03-06,1
502,control,2026-03-10,0
503,treatment,2026-03-10,0
504,treatment,2026-03-02,1
505,control,2026-03-09,0
506,treatment,2026-03-03,0
507,treatment,2026-03-15,0
508,treatment,2026-03-02,1
509,control,2026-03-09,0
510,treatment,2026-03-14,1
511,treatment,2026-03-04,0
512,treatment,2026-03-07,0
513,control,2026-03-05,0
514,control,2026-03-15,1
515,control,2026-03-05,0
516,control,2026-03-04,0
517,treatment,2026-03-15,1
518,control,2026-03-13,1
519,treatment,2026-03-06,0
520,treatment,2026-03-13,0
521,control,2026-03-12,0
522,control,2026-03-07,1
523,control,2026-03-07,1
524,control,2026-03-06,0
525,control,2026-03-09,1
526,treatment,2026-03-09,0
527,control,2026-03-05,1
528,control,2026-03-03,0
529,control,2026-03-11,0
530,treatment,2026-03-08,0
531,control,2026-03-12,0
532,treatment,2026-03-02,0
533,treatment,2026-03-08,1
534,treatment,2026-03-12,1
535,control,2026-03-10,0
536,control,2026-03-15,0
537,treatment,2026-03-04,0
538,control,2026-03-11,0
539,control,2026-03-15,0
540,treatment,2026-03-12,1
541,treatment,2026-03-05,1
542,treatment,2026-03-09,0
543,control,2026-03-11,0
544,treatment,2026-03-08,0
545,treatment,2026-03-08,0
546,control,2026-03-08,0
547,treatment,2026-03-06,0
548,treatment,2026-03-02,1
549,treatment,2026-03-02,1
550,control,2026-03-06,0
551,treatment,2026-03-11,1
552,treatment,2026-03-02,1
553,treatment,2026-03-13,1
554,treatment,2026-03-10,0
555,treatment,2026-03-05,1
556,treatment,2026-03-09,0
557,treatment,2026-03-08,0
558,control,2026-03-12,0
559,control,2026-03-10,1
560,control,2026-03-13,1
561,control,2026-03-12,1
562,control,2026-03-07,0
563,control,2026-03-14,0
564,treatment,2026-03-09,1
565,control,2026-03-12,1
566,control,2026-03-04,0
567,control,2026-03-05,0
568,control,2026-03-04,1
569,control,2026-03-06,0
570,control,2026-03-07,0
571,control,2026-03-03,0
572,control,2026-03-08,1
573,control,2026-03-12,0
574,treatment,2026-03-09,0
575,control,2026-03-15,0
576,treatment,2026-03-10,0
577,control,2026-03-06,0
578,control,2026-03-09,0
579,treatment,2026-03-07,0
580,control,2026-03-08,1
581,control,2026-03-07,0
582,treatment,2026-03-02,0
583,control,2026-03-08,0
584,treatment,2026-03-08,1
585,treatment,2026-03-12,0
586,treatment,2026-03-10,0
587,treatment,2026-03-11,1
588,treatment,2026-03-09,0
589,treatment,2026-03-05,1
590,control,2026-03-10,1
591,treatment,2026-03-08,0
592,treatment,2026-03-04,0
593,treatment,2026-03-10,1
594,treatment,2026-03-09,1
595,control,2026-03-13,0
596,control,2026-03-11,1
597,treatment,2026-03-03,1
598,control,2026-03-07,0
599,control,2026-03-14,0
600,treatment,2026-03-12,1
601,control,2026-03-12,1
602,treatment,2026-03-04,0
603,control,2026-03-02,0
604,control,2026-03-06,0
605,treatment,2026-03-15,0
606,treatment,2026-03-05,0
607,control,2026-03-02,0
608,treatment,2026-03-04,0
609,control,2026-03-08,0
610,treatment,2026-03-13,0
611,treatment,2026-03-08,1
612,treatment,2026-03-14,1
613,control,2026-03-13,1
614,control,2026-03-07,0
615,treatment,2026-03-10,0
616,treatment,2026-03-09,0
617,control,2026-03-15,0
618,control,2026-03-14,0
619,treatment,2026-03-06,0
620,treatment,2026-03-07,1
621,treatment,2026-03-13,0
622,treatment,2026-03-06,0
623,control,2026-03-11,1
624,control,2026-03-06,0
625,treatment,2026-03-11,0
626,treatment,2026-03-06,0
627,control,2026-03-07,0
628,treatment,2026-03-03,0
629,control,2026-03-08,1
630,treatment,2026-03-02,0
631,control,2026-03-08,0
632,treatment,2026-03-09,0
633,treatment,2026-03-07,0
634,control,2026-03-05,0
635,control,2026-03-07,0
636,control,2026-03-04,1
637,control,2026-03-07,0
638,control,2026-03-12,0
639,treatment,2026-03-07,0
640,control,2026-03-14,0
641,treatment,2026-03-07,0
642,control,2026-03-10,0
643,treatment,2026-03-14,0
644,control,2026-03-06,1
645,treatment,2026-03-06,1
646,treatment,2026-03-04,0
647,control,2026-03-15,1
648,control,2026-03-11,1
649,treatment,2026-03-07,0
650,treatment,2026-03-03,1
651,control,2026-03-04,0
652,treatment,2026-03-02,1
653,control,2026-03-02,0
654,treatment,2026-03-15,1
655,control,2026-03-11,1
656,control,2026-03-11,0
657,treatment,2026-03-11,0
658,control,2026-03-03,0
659,control,2026-03-07,0
660,treatment,2026-03-11,0
661,treatment,2026-03-08,0
662,control,2026-03-12,1
663,control,2026-03-04,0
664,treatment,2026-03-10,0
665,control,2026-03-12,1
666,control,2026-03-03,0
667,treatment,2026-03-05,1
668,treatment,2026-03-03,0
669,treatment,2026-03-09,1
670,treatment,2026-03-12,0
671,treatment,2026-03-14,0
672,control,2026-03-13,0
673,treatment,2026-03-12,1
674,treatment,2026-03-12,0
675,control,2026-03-13,1
676,control,2026-03-02,0
677,treatment,2026-03-11,1
678,control,2026-03-07,0
679,treatment,2026-03-10,0
680,control,2026-03-14,0
681,treatment,2026-03-04,0
682,control,2026-03-15,0
683,control,2026-03-08,1
684,treatment,2026-03-09,1
685,control,2026-03-12,0
686,treatment,2026-03-09,1
687,control,2026-03-09,0
688,control,2026-03-14,0
689,treatment,2026-03-06,0
690,control,2026-03-03,0
691,treatment,2026-03-05,0
692,control,2026-03-04,0
693,treatment,2026-03-10,1
694,treatment,2026-03-05,0
695,treatment,2026-03-15,1
696,treatment,2026-03-08,0
697,control,2026-03-08,0
698,control,2026-03-04,0
699,treatment,2026-03-05,1
700,control,2026-03-15,0
701,treatment,2026-03-12,0
702,treatment,2026-03-03,0
703,treatment,2026-03-04,0
704,control,2026-03-10,1
705,control,2026-03-10,1
706,control,2026-03-09,0
707,control,2026-03-04,1
708,control,2026-03-04,1
709,control,2026-03-09,0
710,treatment,2026-03-05,0
711,control,2026-03-12,1
712,control,2026-03-02,0
713,treatment,2026-03-04,0
714,treatment,2026-03-15,1
715,control,2026-03-11,1
716,treatment,2026-03-13,0
717,treatment,2026-03-08,1
718,treatment,2026-03-07,0
719,treatment,2026-03-09,0
720,control,2026-03-15,0
721,treatment,2026-03-05,1
722,control,2026-03-15,0
723,treatment,2026-03-14,1
724,control,2026-03-05,0
725,treatment,2026-03-14,0
726,treatment,2026-03-12,1
727,treatment,2026-03-11,0
728,control,2026-03-15,0
729,treatment,2026-03-03,0
730,treatment,2026-03-12,0
731,treatment,2026-03-09,0
732,control,2026-03-07,1
733,control,2026-03-06,1
734,control,2026-03-02,0
735,control,2026-03-06,1
736,treatment,2026-03-06,1
737,treatment,2026-03-02,0
738,treatment,2026-03-08,1
739,control,2026-03-09,0
740,treatment,2026-03-13,0
741,control,2026-03-10,0
742,control,2026-03-05,1
743,treatment,2026-03-11,0
744,control,2026-03-03,1
745,control,2026-03-10,0
746,control,2026-03-05,0
747,control,2026-03-10,1
748,control,2026-03-13,0
749,control,2026-03-04,0
750,control,2026-03-12,0
751,control,2026-03-13,0
752,treatment,2026-03-09,0
753,treatment,2026-03-12,1
754,treatment,2026-03-03,1
755,control,2026-03-07,1
756,control,2026-03-14,0
757,treatment,2026-03-11,0
758,control,2026-03-15,1
759,treatment,2026-03-10,0
760,control,2026-03-15,0
761,treatment,2026-03-09,0
762,control,2026-03-07,0
763,control,2026-03-08,0
764,control,2026-03-05,1
765,treatment,2026-03-05,0
766,treatment,2026-03-14,0
767,treatment,2026-03-05,1
768,control,2026-03-02,0
769,control,2026-03-15,1
770,treatment,2026-03-12,0
771,control,2026-03-03,0
772,control,2026-03-14,0
773,treatment,2026-03-11,1
774,control,2026-03-12,1
775,control,2026-03-05,0
776,treatment,2026-03-02,1
777,treatment,2026-03-07,0
778,control,2026-03-04,0
779,control,2026-03-11,0
780,treatment,2026-03-02,0
781,treatment,2026-03-04,0
782,control,2026-03-10,1
783,treatment,2026-03-06,0
784,control,2026-03-08,1
785,control,2026-03-05,1
786,treatment,2026-03-02,0
787,treatment,2026-03-09,1
788,control,2026-03-15,0
789,treatment,2026-03-03,1
790,control,2026-03-05,1
791,control,2026-03-05,0
792,treatment,2026-03-07,0
793,treatment,2026-03-11,1
794,control,2026-03-07,1
795,control,2026-03-09,0
796,treatment,2026-03-09,0
797,control,2026-03-14,0
798,treatment,2026-03-06,1
799,treatment,2026-03-15,0
800,control,2026-03-11,1
801,control,2026-03-10,1
802,control,2026-03-02,0
803,treatment,2026-03-08,0
804,treatment,2026-03-05,0
805,treatment,2026-03-02,1
806,control,2026-03-07,0
807,control,2026-03-09,1
808,treatment,2026-03-13,0
809,treatment,2026-03-09,0
810,treatment,2026-03-04,0
811,control,2026-03-11,0
812,control,2026-03-04,0
813,treatment,2026-03-10,0
814,treatment,2026-03-14,0
815,control,2026-03-07,1
816,treatment,2026-03-14,1
817,treatment,2026-03-08,1
818,treatment,2026-03-12,0
819,treatment,2026-03-07,0
820,control,2026-03-15,1
821,control,2026-03-12,0
822,treatment,2026-03-05,1
823,treatment,2026-03-13,0
824,control,2026-03-14,0
825,control,2026-03-07,0
826,treatment,2026-03-10,0
827,treatment,2026-03-10,0
828,control,2026-03-07,1
829,treatment,2026-03-07,0
830,control,2026-03-02,0
831,treatment,2026-03-12,0
832,control,2026-03-09,0
833,treatment,2026-03-10,0
834,control,2026-03-06,0
835,treatment,2026-03-02,0
836,control,2026-03-07,0
837,control,2026-03-14,0
838,treatment,2026-03-08,0
839,treatment,2026-03-05,1
840,treatment,2026-03-10,0
841,control,2026-03-09,0
842,treatment,2026-03-13,0
843,treatment,2026-03-15,1
844,treatment,2026-03-04,0
845,treatment,2026-03-02,0
846,treatment,2026-03-08,1
847,treatment,2026-03-06,0
848,control,2026-03-07,0
849,treatment,2026-03-14,1
850,control,2026-03-10,1
851,treatment,2026-03-05,0
852,treatment,2026-03-12,1
853,treatment,2026-03-06,1
854,control,2026-03-06,0
855,treatment,2026-03-04,1
856,treatment,2026-03-05,0
857,treatment,2026-03-13,0
858,control,2026-03-14,0
859,control,2026-03-11,0
860,control,2026-03-04,0
861,treatment,2026-03-13,0
862,control,2026-03-10,0
863,treatment,2026-03-12,0
864,control,2026-03-06,0
865,treatment,2026-03-05,0
866,control,2026-03-13,0
867,control,2026-03-11,0
868,control,2026-03-02,1
869,control,2026-03-02,0
870,treatment,2026-03-14,0
871,treatment,2026-03-08,0
872,treatment,2026-03-02,0
873,control,2026-03-06,0
874,control,2026-03-09,1
875,treatment,2026-03-15,1
876,treatment,2026-03-05,1
877,control,2026-03-10,0
878,control,2026-03-05,0
879,control,2026-03-07,1
880,treatment,2026-03-09,0
881,treatment,2026-03-13,1
882,treatment,2026-03-11,0
883,treatment,2026-03-06,1
884,control,2026-03-10,0
885,treatment,2026-03-08,0
886,control,2026-03-06,0
887,treatment,2026-03-03,0
888,treatment,2026-03-05,0
889,treatment,2026-03-02,1
890,control,2026-03-13,0
891,treatment,2026-03-05,0
892,treatment,2026-03-08,0
893,treatment,2026-03-06,1
894,treatment,2026-03-04,0
895,control,2026-03-07,1
896,treatment,2026-03-04,0
897,control,2026-03-09,1
898,treatment,2026-03-03,0
899,control,2026-03-15,1
900,treatment,2026-03-03,0
901,control,2026-03-09,0
902,control,2026-03-11,0
903,control,2026-03-05,1
904,treatment,2026-03-15,0
905,control,2026-03-05,0
906,treatment,2026-03-10,1
907,control,2026-03-09,0
908,treatment,2026-03-04,1
909,control,2026-03-13,0
910,control,2026-03-15,0
911,control,2026-03-14,1
912,treatment,2026-03-12,0
913,treatment,2026-03-07,0
914,treatment,2026-03-09,0
915,control,2026-03-15,1
916,treatment,2026-03-13,1
917,treatment,2026-03-13,1
918,treatment,2026-03-04,0
919,control,2026-03-03,1
920,control,2026-03-09,0
921,control,2026-03-03,0
922,control,2026-03-03,1
923,control,2026-03-15,0
924,treatment,2026-03-08,0
925,treatment,2026-03-10,0
926,control,2026-03-08,0
927,control,2026-03-02,0
928,treatment,2026-03-08,0
929,control,2026-03-13,1
930,control,2026-03-02,0
931,control,2026-03-03,1
932,treatment,2026-03-02,0
933,treatment,2026-03-05,1
934,control,2026-03-15,0
935,control,2026-03-10,0
936,treatment,2026-03-13,0
937,treatment,2026-03-05,1
938,control,2026-03-14,0
939,control,2026-03-03,0
940,treatment,2026-03-02,1
941,treatment,2026-03-10,1
942,treatment,2026-03-13,0
943,treatment,2026-03-06,0
944,treatment,2026-03-12,0
945,control,2026-03-05,1
946,treatment,2026-03-06,0
947,treatment,2026-03-08,0
948,control,2026-03-13,0
949,control,2026-03-06,0
950,treatment,2026-03-08,1
951,treatment,2026-03-06,0
952,treatment,2026-03-14,1
953,treatment,2026-03-09,1
954,control,2026-03-11,1
955,control,2026-03-04,1
956,control,2026-03-08,0
957,treatment,2026-03-06,1
958,treatment,2026-03-02,0
959,treatment,2026-03-10,0
960,control,2026-03-13,1
961,treatment,2026-03-09,0
962,control,2026-03-05,0
963,treatment,2026-03-15,1
964,treatment,2026-03-08,0
965,control,2026-03-13,0
966,treatment,2026-03-13,1
967,treatment,2026-03-13,1
968,control,2026-03-03,1
969,treatment,2026-03-11,1
970,control,2026-03-14,0
971,control,2026-03-11,0
972,treatment,2026-03-05,1
973,treatment,2026-03-13,0
974,treatment,2026-03-10,0
975,treatment,2026-03-10,1
976,control,2026-03-07,0
977,treatment,2026-03-11,1
978,treatment,2026-03-11,0
979,control,2026-03-13,0
980,treatment,2026-03-10,1
981,control,2026-03-08,1
982,treatment,2026-03-10,0
983,control,2026-03-06,1
984,control,2026-03-14,1
985,treatment,2026-03-04,1
986,treatment,2026-03-10,1
987,control,2026-03-09,1
988,control,2026-03-04,1
989,treatment,2026-03-12,0
990,treatment,2026-03-05,0
991,control,2026-03-04,0
992,control,2026-03-08,1
993,control,2026-03-02,0
