unit_id,platform,week,period,treated,outcome
132,ios,1,pre,1,5.7
133,ios,1,pre,1,4.22
134,ios,1,pre,1,5.49
135,ios,1,pre,1,5.88
136,ios,1,pre,1,3.63
137,ios,1,pre,1,3.84
138,ios,1,pre,1,5.48
139,ios,1,pre,1,5.82
140,ios,1,pre,1,6.58
141,ios,1,pre,1,6.08
142,ios,1,pre,1,4.77
143,ios,1,pre,1,5.1
144,ios,1,pre,1,4.45
145,ios,1,pre,1,5.95
146,ios,1,pre,1,5.4
147,ios,1,pre,1,3.97
148,ios,1,pre,1,5.31
149,ios,1,pre,1,5.38
150,ios,1,pre,1,5.89
151,ios,1,pre,1,5.9
152,ios,1,pre,1,3.86
153,ios,1,pre,1,7.21
154,ios,1,pre,1,4.72
155,ios,1,pre,1,5.16
156,ios,1,pre,1,4.23
157,ios,1,pre,1,5.2
158,ios,1,pre,1,6.66
159,ios,1,pre,1,6.86
160,ios,1,pre,1,6.13
161,ios,1,pre,1,3.8
162,ios,1,pre,1,3.59
163,ios,1,pre,1,5.1
164,ios,1,pre,1,4.11
165,ios,1,pre,1,4.37
166,ios,1,pre,1,5.65
167,ios,1,pre,1,4.25
168,ios,1,pre,1,4.69
169,ios,1,pre,1,5.85
170,ios,1,pre,1,4.61
171,ios,1,pre,1,5.19
172,ios,1,pre,1,5.81
173,ios,1,pre,1,5.3
174,ios,1,pre,1,5.59
175,ios,1,pre,1,3.45
176,ios,1,pre,1,5.77
177,ios,1,pre,1,4.28
178,ios,1,pre,1,6.48
179,ios,1,pre,1,4.71
180,ios,1,pre,1,3.79
181,ios,1,pre,1,3.23
182,ios,1,pre,1,5.91
183,ios,1,pre,1,4.27
184,ios,1,pre,1,3.31
185,ios,1,pre,1,7.71
186,ios,1,pre,1,4.92
187,ios,1,pre,1,4.43
188,ios,1,pre,1,5.16
189,ios,1,pre,1,5.51
190,ios,1,pre,1,4.02
191,ios,1,pre,1,3.12
192,ios,1,pre,1,5.22
193,ios,1,pre,1,6.33
194,ios,1,pre,1,3.5
195,ios,1,pre,1,8.12
196,ios,1,pre,1,6.02
197,ios,1,pre,1,4.84
198,ios,1,pre,1,5.18
199,ios,1,pre,1,5.9
200,ios,1,pre,1,4.48
201,ios,1,pre,1,4.24
202,ios,1,pre,1,3.93
203,ios,1,pre,1,4.35
204,ios,1,pre,1,5.2
205,ios,1,pre,1,5.01
206,ios,1,pre,1,6.53
207,ios,1,pre,1,4.03
208,ios,1,pre,1,5.44
209,ios,1,pre,1,7.87
210,ios,1,pre,1,4.67
211,ios,1,pre,1,5.83
212,ios,1,pre,1,5.82
213,ios,1,pre,1,4.74
214,ios,1,pre,1,4.6
215,ios,1,pre,1,2.48
216,ios,1,pre,1,4.6
217,ios,1,pre,1,7.22
218,ios,1,pre,1,3.47
219,ios,1,pre,1,6.32
220,ios,1,pre,1,6.66
221,ios,1,pre,1,5.75
222,ios,1,pre,1,5.99
223,ios,1,pre,1,5.34
224,ios,1,pre,1,4.48
225,ios,1,pre,1,4.45
226,ios,1,pre,1,5.17
227,ios,1,pre,1,3.22
228,ios,1,pre,1,5.36
229,ios,1,pre,1,4.44
230,ios,1,pre,1,7.59
231,ios,1,pre,1,5.01
232,ios,1,pre,1,3.13
233,ios,1,pre,1,2.97
234,ios,1,pre,1,3.95
235,ios,1,pre,1,3.65
236,ios,1,pre,1,5.84
237,ios,1,pre,1,5.29
238,ios,1,pre,1,4.54
239,ios,1,pre,1,4.05
240,ios,1,pre,1,7.64
241,ios,1,pre,1,7.23
242,ios,1,pre,1,4.12
243,ios,1,pre,1,5.58
244,ios,1,pre,1,4.84
245,ios,1,pre,1,7.5
246,ios,1,pre,1,3.82
247,ios,1,pre,1,5.26
248,ios,1,pre,1,4.19
249,ios,1,pre,1,4.3
250,ios,1,pre,1,5.59
251,ios,1,pre,1,4.16
252,ios,1,pre,1,5.89
253,ios,1,pre,1,5.48
254,ios,1,pre,1,5.81
255,ios,1,pre,1,2.48
256,ios,1,pre,1,6.08
257,ios,1,pre,1,4.05
258,ios,1,pre,1,4.67
259,ios,1,pre,1,5.81
260,ios,1,pre,1,6.57
261,ios,1,pre,1,5.06
262,ios,1,pre,1,6.55
263,ios,1,pre,1,4.33
264,ios,1,pre,1,4.72
265,ios,1,pre,1,5.73
266,ios,1,pre,1,5.16
267,ios,1,pre,1,4.58
268,ios,1,pre,1,5.16
269,ios,1,pre,1,4.19
270,ios,1,pre,1,7.39
271,ios,1,pre,1,4.51
272,ios,1,pre,1,6.72
273,ios,1,pre,1,5.92
274,ios,1,pre,1,3.4
275,ios,1,pre,1,6.64
276,ios,1,pre,1,5.43
277,ios,1,pre,1,4.64
278,ios,1,pre,1,5.76
279,ios,1,pre,1,5.63
280,ios,1,pre,1,6.61
281,ios,1,pre,1,6.35
282,ios,1,pre,1,5.85
283,ios,1,pre,1,4.7
284,ios,1,pre,1,2.09
285,ios,1,pre,1,4.79
286,ios,1,pre,1,3.85
287,ios,1,pre,1,4.72
288,ios,1,pre,1,5.35
289,ios,1,pre,1,6.11
290,ios,1,pre,1,5.64
291,ios,1,pre,1,3.97
292,ios,1,pre,1,4.79
293,ios,1,pre,1,4.49
294,ios,1,pre,1,5.66
295,ios,1,pre,1,6.18
296,ios,1,pre,1,1.48
297,ios,1,pre,1,4.62
298,ios,1,pre,1,4.43
299,ios,1,pre,1,5.68
300,ios,1,pre,1,5.81
301,ios,1,pre,1,4.85
302,ios,1,pre,1,4.47
303,ios,1,pre,1,4.33
304,ios,1,pre,1,4.38
305,ios,1,pre,1,3.71
306,ios,1,pre,1,4.52
307,ios,1,pre,1,5.87
308,ios,1,pre,1,4.46
309,ios,1,pre,1,4.78
310,ios,1,pre,1,4.92
311,ios,1,pre,1,5.82
312,ios,1,pre,1,5.67
313,ios,1,pre,1,5.54
314,ios,1,pre,1,5.29
315,ios,1,pre,1,2.56
316,ios,1,pre,1,4.4
317,ios,1,pre,1,5.6
318,ios,1,pre,1,4.31
319,ios,1,pre,1,6.37
320,ios,1,pre,1,5.38
321,ios,1,pre,1,6.6
322,ios,1,pre,1,6.21
323,ios,1,pre,1,4.73
324,ios,1,pre,1,6.41
325,ios,1,pre,1,7.55
326,ios,1,pre,1,6.45
327,ios,1,pre,1,3.29
328,ios,1,pre,1,6.23
329,ios,1,pre,1,5.93
330,ios,1,pre,1,5.94
331,ios,1,pre,1,5.68
332,ios,1,pre,1,4.4
333,ios,1,pre,1,3.19
334,ios,1,pre,1,5.27
335,ios,1,pre,1,2.68
336,ios,1,pre,1,4.92
337,ios,1,pre,1,4.86
338,ios,1,pre,1,5.77
339,ios,1,pre,1,4.86
340,ios,1,pre,1,4.78
341,ios,1,pre,1,5.69
342,ios,1,pre,1,6.73
343,ios,1,pre,1,3.77
344,ios,1,pre,1,6.59
345,ios,1,pre,1,3.13
346,ios,1,pre,1,4.88
347,ios,1,pre,1,5.26
348,ios,1,pre,1,6.87
349,ios,1,pre,1,4.51
350,ios,1,pre,1,5.31
351,ios,1,pre,1,6.76
352,ios,1,pre,1,4.16
353,ios,1,pre,1,5.73
354,ios,1,pre,1,5.53
355,ios,1,pre,1,6.02
356,ios,1,pre,1,4.64
357,ios,1,pre,1,4.74
358,ios,1,pre,1,5.19
359,ios,1,pre,1,6.03
360,ios,1,pre,1,3.47
361,ios,1,pre,1,4.17
362,ios,1,pre,1,6.94
363,ios,1,pre,1,4.31
364,ios,1,pre,1,5.76
365,ios,1,pre,1,5.13
366,ios,1,pre,1,3.4
367,ios,1,pre,1,6.07
368,ios,1,pre,1,3.54
369,ios,1,pre,1,5.13
370,ios,1,pre,1,6.73
371,ios,1,pre,1,4.56
372,ios,1,pre,1,5.91
373,ios,1,pre,1,4.73
374,ios,1,pre,1,5.34
375,ios,1,pre,1,6.59
376,ios,1,pre,1,5.95
377,ios,1,pre,1,7.8
378,ios,1,pre,1,6.15
379,ios,1,pre,1,4.2
380,ios,1,pre,1,5.91
381,ios,1,pre,1,5.64
382,ios,1,pre,1,4.54
383,ios,1,pre,1,4.82
384,ios,1,pre,1,6.26
385,ios,1,pre,1,4.87
386,ios,1,pre,1,6.12
387,ios,1,pre,1,6.43
388,ios,1,pre,1,6.25
389,ios,1,pre,1,5.47
390,ios,1,pre,1,7.77
391,ios,1,pre,1,4.55
392,ios,1,pre,1,5.18
393,ios,1,pre,1,5.84
394,ios,1,pre,1,3.98
395,ios,1,pre,1,5.69
396,ios,1,pre,1,4.97
397,ios,1,pre,1,5.92
398,ios,1,pre,1,3.08
399,ios,1,pre,1,5.22
400,ios,1,pre,1,4.66
401,ios,1,pre,1,5.1
402,ios,1,pre,1,4.85
403,ios,1,pre,1,5.52
404,ios,1,pre,1,6.36
405,ios,1,pre,1,6.06
406,ios,1,pre,1,3.83
407,ios,1,pre,1,4.74
408,ios,1,pre,1,6.17
409,ios,1,pre,1,5.33
410,ios,1,pre,1,5.32
411,ios,1,pre,1,6.85
412,ios,1,pre,1,5.38
413,ios,1,pre,1,5.24
414,ios,1,pre,1,4.25
415,ios,1,pre,1,5.02
416,ios,1,pre,1,4.01
417,ios,1,pre,1,4.22
418,ios,1,pre,1,4.99
419,ios,1,pre,1,7.5
420,ios,1,pre,1,5.85
421,ios,1,pre,1,4.44
422,ios,1,pre,1,4.49
423,ios,1,pre,1,7.62
424,ios,1,pre,1,6.61
425,ios,1,pre,1,3.98
426,ios,1,pre,1,4.12
427,ios,1,pre,1,5.82
428,ios,1,pre,1,3.55
429,ios,1,pre,1,4.14
430,ios,1,pre,1,5.31
431,ios,1,pre,1,7.48
432,ios,1,pre,1,5.53
433,ios,1,pre,1,4.07
434,ios,1,pre,1,4.55
435,ios,1,pre,1,5.35
436,ios,1,pre,1,5.7
437,ios,1,pre,1,3.35
438,ios,1,pre,1,6.87
439,ios,1,pre,1,4.71
440,ios,1,pre,1,4.16
441,ios,1,pre,1,5.04
442,ios,1,pre,1,4.48
443,ios,1,pre,1,4.24
444,ios,1,pre,1,6.61
445,ios,1,pre,1,5.54
446,ios,1,pre,1,3.27
447,ios,1,pre,1,7.44
448,ios,1,pre,1,4.07
449,ios,1,pre,1,6.38
450,ios,1,pre,1,4.45
451,ios,1,pre,1,4.88
452,ios,1,pre,1,7.14
453,ios,1,pre,1,6.56
454,ios,1,pre,1,5.06
455,ios,1,pre,1,5.08
456,ios,1,pre,1,5.15
457,ios,1,pre,1,4.98
458,ios,1,pre,1,5.19
459,ios,1,pre,1,4.57
460,ios,1,pre,1,3.58
461,ios,1,pre,1,7.88
462,ios,1,pre,1,3.55
463,ios,1,pre,1,5.66
464,ios,1,pre,1,2.0
465,ios,1,pre,1,5.2
466,ios,1,pre,1,5.21
467,ios,1,pre,1,6.01
468,ios,1,pre,1,4.91
469,ios,1,pre,1,3.28
470,ios,1,pre,1,5.24
471,ios,1,pre,1,4.71
472,ios,1,pre,1,4.99
473,ios,1,pre,1,5.93
474,ios,1,pre,1,4.51
475,ios,1,pre,1,5.88
476,ios,1,pre,1,7.25
477,ios,1,pre,1,4.05
478,ios,1,pre,1,4.92
479,ios,1,pre,1,6.06
480,ios,1,pre,1,5.01
481,ios,1,pre,1,5.11
482,ios,1,pre,1,4.54
483,ios,1,pre,1,5.05
484,ios,1,pre,1,4.99
485,ios,1,pre,1,5.42
486,ios,1,pre,1,4.74
487,ios,1,pre,1,4.13
488,ios,1,pre,1,6.25
489,ios,1,pre,1,6.41
490,ios,1,pre,1,6.93
491,ios,1,pre,1,3.66
492,ios,1,pre,1,4.82
493,ios,1,pre,1,3.59
494,ios,1,pre,1,6.09
495,ios,1,pre,1,5.94
496,ios,1,pre,1,5.44
497,ios,1,pre,1,5.3
498,ios,1,pre,1,4.5
499,ios,1,pre,1,4.45
500,ios,1,pre,1,6.48
1,ios,2,pre,1,5.7
2,ios,2,pre,1,6.28
3,ios,2,pre,1,5.62
4,ios,2,pre,1,7.26
5,ios,2,pre,1,7.1
6,ios,2,pre,1,6.26
7,ios,2,pre,1,6.33
8,ios,2,pre,1,4.69
9,ios,2,pre,1,6.65
10,ios,2,pre,1,6.2
11,ios,2,pre,1,5.86
12,ios,2,pre,1,7.73
13,ios,2,pre,1,5.87
14,ios,2,pre,1,6.37
15,ios,2,pre,1,8.62
16,ios,2,pre,1,4.79
17,ios,2,pre,1,6.58
18,ios,2,pre,1,5.25
19,ios,2,pre,1,6.74
20,ios,2,pre,1,6.24
21,ios,2,pre,1,7.3
22,ios,2,pre,1,5.47
23,ios,2,pre,1,5.77
24,ios,2,pre,1,4.72
25,ios,2,pre,1,5.97
26,ios,2,pre,1,6.1
27,ios,2,pre,1,6.47
28,ios,2,pre,1,7.23
29,ios,2,pre,1,6.16
30,ios,2,pre,1,7.19
31,ios,2,pre,1,6.21
32,ios,2,pre,1,7.08
33,ios,2,pre,1,6.75
34,ios,2,pre,1,7.39
35,ios,2,pre,1,7.5
36,ios,2,pre,1,6.93
37,ios,2,pre,1,5.14
38,ios,2,pre,1,7.39
39,ios,2,pre,1,5.85
40,ios,2,pre,1,6.97
41,ios,2,pre,1,7.52
42,ios,2,pre,1,5.71
43,ios,2,pre,1,6.4
44,ios,2,pre,1,5.39
45,ios,2,pre,1,7.63
46,ios,2,pre,1,8.81
47,ios,2,pre,1,6.61
48,ios,2,pre,1,6.07
49,ios,2,pre,1,6.46
50,ios,2,pre,1,5.24
51,ios,2,pre,1,8.17
52,ios,2,pre,1,5.29
53,ios,2,pre,1,6.25
54,ios,2,pre,1,7.74
55,ios,2,pre,1,4.97
56,ios,2,pre,1,5.83
57,ios,2,pre,1,7.33
58,ios,2,pre,1,3.89
59,ios,2,pre,1,7.55
60,ios,2,pre,1,7.74
61,ios,2,pre,1,5.8
62,ios,2,pre,1,8.26
63,ios,2,pre,1,5.49
64,ios,2,pre,1,6.73
65,ios,2,pre,1,5.94
66,ios,2,pre,1,8.36
67,ios,2,pre,1,6.86
68,ios,2,pre,1,5.29
69,ios,2,pre,1,4.53
70,ios,2,pre,1,8.61
71,ios,2,pre,1,4.97
72,ios,2,pre,1,7.34
73,ios,2,pre,1,7.7
74,ios,2,pre,1,5.54
75,ios,2,pre,1,6.8
76,ios,2,pre,1,8.19
77,ios,2,pre,1,7.17
78,ios,2,pre,1,6.63
79,ios,2,pre,1,5.91
80,ios,2,pre,1,8.01
81,ios,2,pre,1,5.74
82,ios,2,pre,1,8.33
83,ios,2,pre,1,6.48
84,ios,2,pre,1,6.94
85,ios,2,pre,1,8.28
86,ios,2,pre,1,6.43
87,ios,2,pre,1,8.43
88,ios,2,pre,1,5.08
89,ios,2,pre,1,5.65
90,ios,2,pre,1,8.27
91,ios,2,pre,1,6.07
92,ios,2,pre,1,7.57
93,ios,2,pre,1,9.06
94,ios,2,pre,1,6.2
95,ios,2,pre,1,7.43
96,ios,2,pre,1,8.53
97,ios,2,pre,1,6.26
98,ios,2,pre,1,7.12
99,ios,2,pre,1,6.61
100,ios,2,pre,1,8.15
101,ios,2,pre,1,5.15
102,ios,2,pre,1,7.33
103,ios,2,pre,1,7.58
104,ios,2,pre,1,6.46
105,ios,2,pre,1,4.94
106,ios,2,pre,1,4.74
107,ios,2,pre,1,3.77
108,ios,2,pre,1,7.95
109,ios,2,pre,1,7.22
110,ios,2,pre,1,6.89
111,ios,2,pre,1,5.37
112,ios,2,pre,1,4.97
113,ios,2,pre,1,6.3
114,ios,2,pre,1,7.21
115,ios,2,pre,1,5.12
116,ios,2,pre,1,4.59
117,ios,2,pre,1,6.24
118,ios,2,pre,1,5.36
119,ios,2,pre,1,6.75
120,ios,2,pre,1,7.68
121,ios,2,pre,1,6.01
122,ios,2,pre,1,5.47
123,ios,2,pre,1,6.72
124,ios,2,pre,1,6.88
125,ios,2,pre,1,6.27
126,ios,2,pre,1,5.64
127,ios,2,pre,1,7.15
128,ios,2,pre,1,5.73
129,ios,2,pre,1,7.0
130,ios,2,pre,1,3.77
131,ios,2,pre,1,5.15
132,ios,2,pre,1,6.81
133,ios,2,pre,1,6.09
134,ios,2,pre,1,5.51
135,ios,2,pre,1,9.18
136,ios,2,pre,1,7.38
137,ios,2,pre,1,3.88
138,ios,2,pre,1,6.09
139,ios,2,pre,1,8.08
140,ios,2,pre,1,7.41
141,ios,2,pre,1,5.29
142,ios,2,pre,1,6.9
143,ios,2,pre,1,4.98
144,ios,2,pre,1,7.25
145,ios,2,pre,1,7.23
146,ios,2,pre,1,6.71
147,ios,2,pre,1,6.35
148,ios,2,pre,1,5.87
149,ios,2,pre,1,7.61
150,ios,2,pre,1,8.64
151,ios,2,pre,1,7.06
152,ios,2,pre,1,8.17
153,ios,2,pre,1,6.45
154,ios,2,pre,1,7.36
155,ios,2,pre,1,6.41
156,ios,2,pre,1,6.31
157,ios,2,pre,1,4.21
158,ios,2,pre,1,9.13
159,ios,2,pre,1,9.38
160,ios,2,pre,1,7.61
161,ios,2,pre,1,7.27
162,ios,2,pre,1,5.21
163,ios,2,pre,1,5.61
164,ios,2,pre,1,4.73
165,ios,2,pre,1,8.44
166,ios,2,pre,1,8.01
167,ios,2,pre,1,6.72
168,ios,2,pre,1,5.21
169,ios,2,pre,1,5.11
170,ios,2,pre,1,5.89
171,ios,2,pre,1,6.06
172,ios,2,pre,1,6.31
173,ios,2,pre,1,6.85
174,ios,2,pre,1,7.07
175,ios,2,pre,1,6.34
176,ios,2,pre,1,5.08
177,ios,2,pre,1,9.01
178,ios,2,pre,1,5.44
179,ios,2,pre,1,4.73
180,ios,2,pre,1,5.86
181,ios,2,pre,1,5.54
182,ios,2,pre,1,8.75
183,ios,2,pre,1,6.38
184,ios,2,pre,1,6.86
185,ios,2,pre,1,6.37
186,ios,2,pre,1,5.14
187,ios,2,pre,1,6.43
188,ios,2,pre,1,7.86
189,ios,2,pre,1,7.07
190,ios,2,pre,1,6.42
191,ios,2,pre,1,5.53
192,ios,2,pre,1,6.72
193,ios,2,pre,1,7.71
194,ios,2,pre,1,6.76
195,ios,2,pre,1,5.28
196,ios,2,pre,1,5.23
197,ios,2,pre,1,8.43
198,ios,2,pre,1,6.42
199,ios,2,pre,1,5.61
200,ios,2,pre,1,4.68
201,ios,2,pre,1,7.18
202,ios,2,pre,1,6.73
203,ios,2,pre,1,6.4
204,ios,2,pre,1,8.63
205,ios,2,pre,1,6.69
206,ios,2,pre,1,5.61
207,ios,2,pre,1,5.86
208,ios,2,pre,1,7.32
209,ios,2,pre,1,8.72
210,ios,2,pre,1,6.16
211,ios,2,pre,1,7.47
212,ios,2,pre,1,6.83
213,ios,2,pre,1,5.68
214,ios,2,pre,1,7.79
215,ios,2,pre,1,4.95
216,ios,2,pre,1,7.26
217,ios,2,pre,1,4.97
218,ios,2,pre,1,5.4
219,ios,2,pre,1,5.31
220,ios,2,pre,1,5.68
221,ios,2,pre,1,7.39
222,ios,2,pre,1,6.41
223,ios,2,pre,1,6.01
224,ios,2,pre,1,6.75
225,ios,2,pre,1,4.55
226,ios,2,pre,1,3.88
227,ios,2,pre,1,5.97
228,ios,2,pre,1,5.75
229,ios,2,pre,1,7.53
230,ios,2,pre,1,7.03
231,ios,2,pre,1,7.73
232,ios,2,pre,1,5.45
233,ios,2,pre,1,4.71
234,ios,2,pre,1,4.22
235,ios,2,pre,1,5.16
236,ios,2,pre,1,5.79
237,ios,2,pre,1,8.15
238,ios,2,pre,1,4.87
239,ios,2,pre,1,6.58
240,ios,2,pre,1,5.35
241,ios,2,pre,1,8.32
242,ios,2,pre,1,7.02
243,ios,2,pre,1,6.82
244,ios,2,pre,1,7.16
245,ios,2,pre,1,5.79
246,ios,2,pre,1,5.74
247,ios,2,pre,1,6.56
248,ios,2,pre,1,7.87
249,ios,2,pre,1,4.0
250,ios,2,pre,1,10.18
251,ios,2,pre,1,6.57
252,ios,2,pre,1,5.86
253,ios,2,pre,1,6.11
254,ios,2,pre,1,8.26
255,ios,2,pre,1,6.3
256,ios,2,pre,1,6.24
257,ios,2,pre,1,8.23
258,ios,2,pre,1,8.87
259,ios,2,pre,1,7.18
260,ios,2,pre,1,4.84
261,ios,2,pre,1,4.53
262,ios,2,pre,1,6.4
263,ios,2,pre,1,6.21
264,ios,2,pre,1,6.34
265,ios,2,pre,1,6.52
266,ios,2,pre,1,5.37
267,ios,2,pre,1,4.26
268,ios,2,pre,1,6.4
269,ios,2,pre,1,8.05
270,ios,2,pre,1,7.74
271,ios,2,pre,1,7.6
272,ios,2,pre,1,6.69
273,ios,2,pre,1,7.36
274,ios,2,pre,1,6.01
275,ios,2,pre,1,5.96
276,ios,2,pre,1,4.2
277,ios,2,pre,1,6.3
278,ios,2,pre,1,7.13
279,ios,2,pre,1,5.89
280,ios,2,pre,1,6.3
281,ios,2,pre,1,6.32
282,ios,2,pre,1,3.68
283,ios,2,pre,1,5.78
284,ios,2,pre,1,5.26
285,ios,2,pre,1,5.71
286,ios,2,pre,1,5.01
287,ios,2,pre,1,5.74
288,ios,2,pre,1,6.79
289,ios,2,pre,1,4.92
290,ios,2,pre,1,7.78
291,ios,2,pre,1,6.29
292,ios,2,pre,1,5.9
293,ios,2,pre,1,4.65
294,ios,2,pre,1,6.06
295,ios,2,pre,1,8.14
296,ios,2,pre,1,6.53
297,ios,2,pre,1,7.02
298,ios,2,pre,1,4.97
299,ios,2,pre,1,5.58
300,ios,2,pre,1,6.21
301,ios,2,pre,1,7.8
302,ios,2,pre,1,10.52
303,ios,2,pre,1,6.47
304,ios,2,pre,1,6.08
305,ios,2,pre,1,5.15
306,ios,2,pre,1,6.9
307,ios,2,pre,1,7.53
308,ios,2,pre,1,7.27
309,ios,2,pre,1,7.08
310,ios,2,pre,1,7.89
311,ios,2,pre,1,7.35
312,ios,2,pre,1,7.15
313,ios,2,pre,1,6.29
314,ios,2,pre,1,8.38
315,ios,2,pre,1,5.93
316,ios,2,pre,1,6.63
317,ios,2,pre,1,5.03
318,ios,2,pre,1,6.42
319,ios,2,pre,1,5.16
320,ios,2,pre,1,6.01
321,ios,2,pre,1,6.91
322,ios,2,pre,1,5.42
323,ios,2,pre,1,7.33
324,ios,2,pre,1,7.81
325,ios,2,pre,1,7.14
326,ios,2,pre,1,8.34
327,ios,2,pre,1,5.44
328,ios,2,pre,1,7.44
329,ios,2,pre,1,5.77
330,ios,2,pre,1,5.32
331,ios,2,pre,1,5.9
332,ios,2,pre,1,5.13
333,ios,2,pre,1,6.75
334,ios,2,pre,1,5.45
335,ios,2,pre,1,5.78
336,ios,2,pre,1,5.99
337,ios,2,pre,1,5.32
338,ios,2,pre,1,6.92
339,ios,2,pre,1,8.52
340,ios,2,pre,1,7.01
341,ios,2,pre,1,7.37
342,ios,2,pre,1,6.57
343,ios,2,pre,1,4.6
344,ios,2,pre,1,5.57
345,ios,2,pre,1,6.59
346,ios,2,pre,1,5.29
347,ios,2,pre,1,4.7
348,ios,2,pre,1,6.81
349,ios,2,pre,1,7.06
350,ios,2,pre,1,5.9
351,ios,2,pre,1,6.49
352,ios,2,pre,1,6.24
353,ios,2,pre,1,8.55
354,ios,2,pre,1,6.46
355,ios,2,pre,1,5.82
356,ios,2,pre,1,5.48
357,ios,2,pre,1,6.95
358,ios,2,pre,1,6.25
359,ios,2,pre,1,6.2
360,ios,2,pre,1,5.05
361,ios,2,pre,1,5.44
362,ios,2,pre,1,7.75
363,ios,2,pre,1,4.97
364,ios,2,pre,1,6.93
365,ios,2,pre,1,7.24
366,ios,2,pre,1,8.03
367,ios,2,pre,1,6.49
368,ios,2,pre,1,5.69
369,ios,2,pre,1,5.95
370,ios,2,pre,1,4.78
371,ios,2,pre,1,6.52
372,ios,2,pre,1,5.72
